total_spending_usd,artist_id,artist_name,n_collection,collected_artists,page_link,twitter
1767.77,TheDavidMurray,David Murray,0,,https://foundation.app/TheDavidMurray,https://twitter.com/David____Murray
1754.03734,xing,@xing,1,paultrani,https://foundation.app/xing,
1751.333,oizo3000,Q. Dupieux / Mr Oizo,3,igortsvetkov;kimnahum;petertheroman,https://foundation.app/oizo3000,https://twitter.com/oizo3000
1747.174,itsreuben,Reuben Wu,1,frostjeff,https://foundation.app/itsreuben,https://twitter.com/Reuben_Wu
1731.6492000000003,phi,phi,4,lachlan;leonardoglauso;anocam;lollo_169,https://foundation.app/phi,https://twitter.com/cygnus_atratus_
1730.62,entity,@entity,2,reeno;satomifuun,https://foundation.app/entity,https://twitter.com/ENT1T7
1730.62,entity,@entity,2,reeno;satomifuun,https://foundation.app/entity,https://twitter.com/ENT1T7
1728.6390000000001,blnk,blnk,1,julien,https://foundation.app/blnk,
1728.5251500000002,LUKSORIAN,Simon,1,lucasguzman3d,https://foundation.app/LUKSORIAN,
1725.6533,emmausten,Emma Austen,2,tekin;tekin,https://foundation.app/emmausten,
1725.5150000000003,nosignalrn,No Signal RN,5,crawler;zachdarren;briscoepark;jonburgerman;crawler,https://foundation.app/nosignalrn,
1724.8454000000002,cryptoking,@cryptoking,2,ciucinciu;ciucinciu,https://foundation.app/cryptoking,
1723.395239,quarantineboi,quarantine boi,1,lucybenson,https://foundation.app/quarantineboi,
1720.52,ahmedklink,Ahmed Klink,1,juancarlospagan,https://foundation.app/ahmedklink,https://twitter.com/ahmedklink
1714.831099,RumbleDZN,RumbleDZN,3,chubasan;lekano;sariselka,https://foundation.app/RumbleDZN,https://twitter.com/RumbleDZN
1713.94,ptpells,@ptpells,1,katherine,https://foundation.app/ptpells,
1713.94,nqspix,Nathan Quinton Sebakijje,1,lindsayadler,https://foundation.app/nqspix,https://twitter.com/nqsphoto
1713.94,roberthruska,Robert Hruska,1,markrenders,https://foundation.app/roberthruska,https://twitter.com/RobertHruska
1713.94,Gaghoesian,Gaghoesian,2,altpsyco;dreamhausla,https://foundation.app/Gaghoesian,
1701.9298680000002,praetorian,John Hilliard,1,lelandkfoster,https://foundation.app/praetorian,https://twitter.com/praetorian
1699.89,dmy,Matt Y,1,sadan_vague,https://foundation.app/dmy,https://twitter.com/dmyart1
1699.89,LVB,Ludwig,1,pvny,https://foundation.app/LVB,
1699.89,mikebiz1,Mike Kravitz,1,ugonzo_art,https://foundation.app/mikebiz1,
1698.8705,bacca,Schwartzbacca,1,konig,https://foundation.app/bacca,
1692.406,westie,WESTIE,4,edgardubrovskiy;gabrieldeanroberts;numan;gabrieldeanroberts,https://foundation.app/westie,
1692.207,c__,Carlos,1,niall,https://foundation.app/c__,
1690.736928,meiravhaber,Meirav Haber,3,kontra;leftandlost;cryptocrystals,https://foundation.app/meiravhaber,https://twitter.com/MeiravHaber
1686.74,billfishkin,Bill Fishkin,1,jermainerogers,https://foundation.app/billfishkin,https://twitter.com/billfishkin
1686.74,tobiasr,Tobias,1,parovstelar,https://foundation.app/tobiasr,
1686.74,kaan,Kaan Eryilmaz,1,fuzzy,https://foundation.app/kaan,https://twitter.com/keryilmaz
1682.7250000000001,ADOGMADROWNED,ADOGMADROWNED,2,driftershoots;smoltog,https://foundation.app/ADOGMADROWNED,https://twitter.com/ADOGMADROWNED
1682.7250000000001,SloppyJ44,Jerry Liu,1,jayquercia,https://foundation.app/SloppyJ44,
1682.05,Javora,Jakub Javora,1,sathishart,https://foundation.app/Javora,https://twitter.com/JakubJavora
1682.05,DogGodFrogLog,DogGodFrogLog,1,kaodraws,https://foundation.app/DogGodFrogLog,https://twitter.com/DogGodFrogLog
1682.05,probzzzz,Paul Robertson,1,cynemical,https://foundation.app/probzzzz,https://twitter.com/probzz
1673.0252,luisrosario,Luis Rosario,2,geistrock;ihimanshuarya,https://foundation.app/luisrosario,
1668.69,Watson,Watson,1,marcallanteart,https://foundation.app/Watson,
1668.69,DNP3,DNP3,1,sneakybroart,https://foundation.app/DNP3,
1667.22,AustinGriffith,Austin Griffith,13,austingriffith;austingriffith;austingriffith;austingriffith;austingriffith;austingriffith;austingriffith;austingriffith;austingriffith;austingriffith;austingriffith;austingriffith;jstn,https://foundation.app/AustinGriffith,
1665.3265000000001,jek,Jack Dillé,2,bedtimesxxx;volkan,https://foundation.app/jek,https://twitter.com/Jack_Dille
1665.2295,oelhan,@oelhan,2,lighton;melvin_sur_la_table,https://foundation.app/oelhan,https://twitter.com/oelhan_tv
1663.8210000000001,DracheTech11,DracheTech11,1,authenticauctions,https://foundation.app/DracheTech11,https://twitter.com/DracheTech11
1651.48,danicatan,Danica Tan,1,sooseow,https://foundation.app/danicatan,
1651.48,codyko,Cody Ko,1,frankynines,https://foundation.app/codyko,
1651.48,UAC,Urbana Art Collection,1,dkleine,https://foundation.app/UAC,
1647.63521,shawnax,Shawna X,1,rembagram,https://foundation.app/shawnax,
1633.4630000000002,defiantsquid,defiantsquid,2,genuinehumanart;pianoandthefox,https://foundation.app/defiantsquid,
1633.1016679999998,did,@did,0,,https://foundation.app/did,
1628.520664,quixotic,Nate,1,chucku,https://foundation.app/quixotic,
1597.9475,SKYBURN,SKYBURN,1,tommo,https://foundation.app/SKYBURN,
1597.9475,Janroshin,Janro Shin,1,damasdraws,https://foundation.app/Janroshin,
1597.44,jeffgdavis,Jeff Davis,1,annevieux,https://foundation.app/jeffgdavis,
1590.737,berbekk,Vasiliy Kudryashov,1,nnimrodd,https://foundation.app/berbekk,https://twitter.com/berbekk
1588.34,baba,baba,2,erdalinci;ugur_engin_deniz,https://foundation.app/baba,
1588.34,SUPRE,@supre,0,,https://foundation.app/SUPRE,
1588.34,jns,Joon,1,xmuratakyol,https://foundation.app/jns,https://twitter.com/seokjoonkang
1585.135816,peppepigs,PepPe Pig's,1,erik_ande_motion,https://foundation.app/peppepigs,
1584.951116,tenx,Ken Butti,2,victorfota;adultartsandcrafts,https://foundation.app/tenx,
1583.24,D01_v2,~ Damΐanø,3,brunocerboni;maxtwain;gio_roman87,https://foundation.app/D01_v2,
1583.24,lucasprice_jpeg,L,1,badeyes,https://foundation.app/lucasprice_jpeg,
1583.24,felixsaw,felixsaw,1,level11,https://foundation.app/felixsaw,
1583.24,Psycheout,Psycheout,1,beyer,https://foundation.app/Psycheout,
1571.49,just-toby,@just-toby,2,gossipgoblin;zone_reality,https://foundation.app/just-toby,
1568.65,sitaramdas,Sitaram Das,1,colincirca,https://foundation.app/sitaramdas,
1564.838,MisterBear,Mister Bear,1,fuzzy,https://foundation.app/MisterBear,
1564.6815,Salzbash,Ari Salzberg,0,,https://foundation.app/Salzbash,
1561.1141360000001,vioba,The Orb of Vioba,4,allo;allo;allo;allo,https://foundation.app/vioba,https://twitter.com/jeffreality
1560.9,_arnikaz,arnikaz,2,sad_mx;greenronja,https://foundation.app/_arnikaz,https://twitter.com/_arnikaz
1557.1344000000001,aaronricketts,Aaron Ricketts,2,giannilee;hexangel616,https://foundation.app/aaronricketts,https://twitter.com/aaronricketts_
1552.7214,T1ME,T1ME,1,yomagick,https://foundation.app/T1ME,
1552.7214,ibmeister,IB,1,virtuosus,https://foundation.app/ibmeister,https://twitter.com/BobbySchmueller
1551.9995700000002,WhIsBe,WhIsBe,1,zoewintersx,https://foundation.app/WhIsBe,https://twitter.com/WhIsBe
1549.27069,KrpyaRupya,@krpyarupya,1,diniharistd,https://foundation.app/KrpyaRupya,https://twitter.com/KRupyaa
1538.5445,numan,Numan Khan,4,joehorner;moeen;becka;weesh,https://foundation.app/numan,https://twitter.com/NumanUK
1538.37,markfancher,Mark Fancher,1,christopher,https://foundation.app/markfancher,
1538.37,ASTER_X,*,1,lorem,https://foundation.app/ASTER_X,https://twitter.com/I_ASTER_X
1536.9440000000002,animevisuals,anime visuals,1,nickx,https://foundation.app/animevisuals,
1535.4195399999999,YeddarkStark,Yeddark Stark,3,evanpun;zelimax;evanpun,https://foundation.app/YeddarkStark,
1535.2745,k_johnyim,Kay John Yim,3,foxfrombox;k_johnyim;theartofsaul,https://foundation.app/k_johnyim,https://twitter.com/k_johnyim
1533.7981,reuko,rob milus,2,motiongraphics_p;motiongraphicscollective,https://foundation.app/reuko,https://twitter.com/reuko___
1532.57632,zlyxxr,@zlyxxr,1,lacabezaenlasnubes,https://foundation.app/zlyxxr,
1529.75,blunt_action,blunt action,0,,https://foundation.app/blunt_action,
1526.717,kreed,kreed,2,andreasjd;andreasjd,https://foundation.app/kreed,
1524.3453,giveahoot,ajh,1,ericmartin_3d,https://foundation.app/giveahoot,
1521.97872,linus_dahlgren_,Linus Dahlgren,1,erik_ande_motion,https://foundation.app/linus_dahlgren_,https://twitter.com/linusdahlgren
1519.00875,edgarfabianfrias,Edgar Fabián Frías,3,vollstaedt;soybein;etherealzephyr,https://foundation.app/edgarfabianfrias,https://twitter.com/Edgar_Frias_
1518.598,squidgle,squidgle,2,mewpsd;mewpsd,https://foundation.app/squidgle,
1517.214,artchick,Digital Art Chick,3,artchick;cryptopom;jeff.kraus,https://foundation.app/artchick,https://twitter.com/digitalartchick
1512.5295,slidestream,CM,2,beacon;effixx,https://foundation.app/slidestream,
1509.50232,abana,abana,1,brennengrey,https://foundation.app/abana,https://twitter.com/abana_music
1506.612185,Adama,Adama,1,tiber,https://foundation.app/Adama,
1502.2820000000002,multirandom,Multirandom,2,allo;arif,https://foundation.app/multirandom,https://twitter.com/juan14812408
1497.68,Jaen,Jæn,1,zutto,https://foundation.app/Jaen,https://twitter.com/jaendotart
1494.2650250000002,houseofdubz,@houseofdubz,2,hamiandcheese;xenon,https://foundation.app/houseofdubz,
1491.992937,foundation0,@foundation0,4,chrisasquith;paulsnijder;batman;pixelactivist,https://foundation.app/foundation0,
1488.67,nickshoito,Nick Sho Ito,1,rawandrendered,https://foundation.app/nickshoito,
1488.67,carlosmarcialt,Carlos Marcial,1,laithsafa,https://foundation.app/carlosmarcialt,https://twitter.com/carlosmarcialt
1488.67,rooks,ROOKS,1,andrewonorato,https://foundation.app/rooks,https://twitter.com/rooks_xx
1488.67,dmitricherniak,Dmitri Cherniak,2,erin_wajufos;ixshells,https://foundation.app/dmitricherniak,
1488.67,raidzer0,Phil Roberts,1,rawandrendered,https://foundation.app/raidzer0,https://twitter.com/raidZer0
1482.2710000000002,8horses,8horses,2,mediolanum;elenasai,https://foundation.app/8horses,https://twitter.com/8horsesCH
1482.2710000000002,nftfreaks,NFT Freaks,4,danila_art;attwoodua;pauleclipse;blade,https://foundation.app/nftfreaks,https://twitter.com/nftfreaks
1481.88,elia,Elia,1,gossipgoblin,https://foundation.app/elia,
1481.88,NFTGalleries,All Ether,1,projectxiv,https://foundation.app/NFTGalleries,
1478.9520000000002,shanef3d,SHANEF3D,1,stfeyes,https://foundation.app/shanef3d,https://twitter.com/shanef3d
1478.3015999999998,paulburke,Paul Burke,2,kennykomer;kennykomer,https://foundation.app/paulburke,https://twitter.com/iPaulPro
1475.7981,kolinpope,Kolin Pope,1,jamfactory,https://foundation.app/kolinpope,https://twitter.com/kolin_pope
1462.653,robbie,Robbie Tilton,1,bestservedbold,https://foundation.app/robbie,
1461.6480000000001,tillavision,Tillavision,1,kideight,https://foundation.app/tillavision,https://twitter.com/tillavision
1460.4651000000001,thomasjeans,Thomas Jeans,1,jordansinger,https://foundation.app/thomasjeans,https://twitter.com/thomasjeans
1447.808,hska,hska,1,minguen,https://foundation.app/hska,
1447.808,recallnetwork,Recall Network,1,chokedesigns,https://foundation.app/recallnetwork,
1444.5120000000002,MAXIM_x_WLS,MAXIM x WLS,1,mariosundays,https://foundation.app/MAXIM_x_WLS,https://twitter.com/maxim
1429.4190979999998,pinot,Pinot,3,gordonzuchhold;tommychandra;pinot,https://foundation.app/pinot,https://twitter.com/pinot
1427.152,Birillitudine,Birillitudine,1,odecahedron,https://foundation.app/Birillitudine,
1424.090718,TakeMyMoney,TakeMyMoney.eth,2,bambashkart;bambashkart,https://foundation.app/TakeMyMoney,https://twitter.com/TakeMyMoneyEth
1422.58,Harambe0205,Diego De Santos,1,jonburgerman,https://foundation.app/Harambe0205,
1420.928,cryptoartitalia,Crypto Art Italia,1,timcet,https://foundation.app/cryptoartitalia,
1420.928,rbepunk,rbepunk,1,carlhauser,https://foundation.app/rbepunk,https://twitter.com/rbepunk
1418.703,maxbraun,Max Braun,1,c6y,https://foundation.app/maxbraun,https://twitter.com/maxbraun
1417.8780000000002,SorryEyeMLate,Sorry Eye M Late,1,richardmelics,https://foundation.app/SorryEyeMLate,
1408.7908,ericscott,Eric Scott,3,mikevrpv;mtmotion;gabrieldeanroberts,https://foundation.app/ericscott,https://twitter.com/ericscottsays
1407.2075,wvxii,WVXII,3,gwynwils;gwynwils;davidlisser,https://foundation.app/wvxii,https://twitter.com/wvxii_
1403.7050279999999,WhoKnew,WhoKnew,2,richtu;tamvfx,https://foundation.app/WhoKnew,
1399.9942,Kaleb,Kaleb Johnston,2,connorsurdi;unodwicho,https://foundation.app/Kaleb,https://twitter.com/KalebJohnstonNZ
1399.371,kakou,kakou,2,chrisknight;allo,https://foundation.app/kakou,https://twitter.com/kakoudenfer
1399.3708649999999,navid,Navid,2,damondavis;ryder_ripps,https://foundation.app/navid,
1398.194984,ianglover,Ian Glover,2,francoisegamma;katherine,https://foundation.app/ianglover,
1395.48312,okin,okin,1,sushinobi,https://foundation.app/okin,
1390.9955,julienrivoire,Julien Rivoire,3,superfreak;fllunt;volny,https://foundation.app/julienrivoire,https://twitter.com/rivoire_julien
1382.5938,levin,levindixon.eth,1,hyam,https://foundation.app/levin,
1375.8600000000001,Gilzar,Gilzar,1,cartoonadvisory,https://foundation.app/Gilzar,
1372.7791,alpcahino,@alpcahino,1,gregcooperrr,https://foundation.app/alpcahino,
1368.6680000000001,NessGraphics,Alex Ness,1,_jeffnicholas_,https://foundation.app/NessGraphics,https://twitter.com/Ness_Graphics
1354.23,redthunderbird,Shane Plumer,1,index3d,https://foundation.app/redthunderbird,
1344.5016,Novawood,KZ,2,boogotti;boogotti,https://foundation.app/Novawood,https://twitter.com/Novawood34
1343.1463800000001,Kstruve,Kstruve,7,gudim;sdesiggn;lbank;vladiffartist;lambergterr;tkach_tem;tkach_tem,https://foundation.app/Kstruve,https://twitter.com/KonStruve
1340.6795,danilpan0,danil pan,3,createbylaw;asianjunkies;cosmoboxez,https://foundation.app/danilpan0,https://twitter.com/pan_danil
1338.658924,yaominator,yaominator,4,ko0oz;neoliptus;martiancandy;danielcrossan,https://foundation.app/yaominator,https://twitter.com/oayL
1336.944367,elliotisacoolguy,Elliot Ulm,3,tim;kitasavi;tim,https://foundation.app/elliotisacoolguy,https://twitter.com/elliotiscoolguy
1333.9310799999998,HDR111,HDR111,3,brickhuas;brickhuas;brickhuas,https://foundation.app/HDR111,
1332.1200000000001,the_collector,The Collector,3,fraudfactory;fraudfactory;fraudfactory,https://foundation.app/the_collector,
1328.8249999999998,connnermx,conner,5,shogo;bouherrour;kitasavi;deskrabbit;kajdax,https://foundation.app/connnermx,https://twitter.com/connnermx
1325.8274999999999,willythekid_84,@willythekid_84,1,nryae,https://foundation.app/willythekid_84,
1321.847076,joshfriedberg,Josh Friedberg,1,lindseybyrnes,https://foundation.app/joshfriedberg,https://twitter.com/joshfriedberg
1321.241288,alexlovescardio,alex shink,1,luckyme,https://foundation.app/alexlovescardio,
1319.7338,killeracid,Killer Acid,1,sketchytank,https://foundation.app/killeracid,https://twitter.com/killeracid
1316.076,Animatttic,Matt Thurston,2,richjf;narcosis,https://foundation.app/Animatttic,https://twitter.com/animatttic
1315.8376640000001,peauxboy,peauxboy,2,ryhawthorne;ryhawthorne,https://foundation.app/peauxboy,
1314.43055,jeff.kraus,Jeff Kraus,3,lukechiswell;ericyevak;katherine,https://foundation.app/jeff.kraus,https://twitter.com/baggybydesign
1311.872664,arba72,@arba72,2,dariaprostova;themilush,https://foundation.app/arba72,
1310.4699999999998,GianlucaPanigalli,Gianluca,1,silvaconceptart,https://foundation.app/GianlucaPanigalli,https://twitter.com/gianlucaaaa
1309.4402440000001,sbelay,@sbelay,3,deko;yassa;benclarkson,https://foundation.app/sbelay,
1308.5855999999999,alive,Ali Yahya,1,lucybenson,https://foundation.app/alive,
1305.4155,safehaven,safehaven,3,neonlime;shinendsgn;createbylaw,https://foundation.app/safehaven,https://twitter.com/safehaven__hq
1303.806943,CronusProject,Ian Mercurio,1,fractaled_visions,https://foundation.app/CronusProject,https://twitter.com/CronusProject
1294.0829999999999,ankashk,Ankash,0,,https://foundation.app/ankashk,https://twitter.com/ankashk
1291.9871,edodimuralto,EDO,1,jkane,https://foundation.app/edodimuralto,
1285.455,TheCrystalBeach,Alexander Dueckminor,1,christiandueckminor,https://foundation.app/TheCrystalBeach,https://twitter.com/thecrystalbeach
1285.0024,siegmattel,Matt Siegel,1,data_byte,https://foundation.app/siegmattel,https://twitter.com/siegmattel
1284.9296,mine,@mine,3,orhan_sayin;orhan_sayin;fuatd,https://foundation.app/mine,
1283.1999600000001,yasly,Danny Jones,1,shawnax,https://foundation.app/yasly,
1278.9419999999998,curiousnfts,CuriousNFTs,0,,https://foundation.app/curiousnfts,
1276.6173900000001,LKLART,LKLART,1,gossipgoblin,https://foundation.app/LKLART,https://twitter.com/ArtistLokal
1276.1209999999999,space_glw,space glow,1,bedtimesxxx,https://foundation.app/space_glw,https://twitter.com/space_glw
1274.9175,Saitom59,Saitom59,3,vinpan;squilex;robmapp,https://foundation.app/Saitom59,
1272.7126099999998,BachelorBibulous,Bach,1,carlhauser,https://foundation.app/BachelorBibulous,
1271.5359999999998,james1403,James USA,1,charlotteseux,https://foundation.app/james1403,
1271.5359999999998,cryptogeisha,Crypto Geisha,1,levelbevel,https://foundation.app/cryptogeisha,
1270.672,Publicpixie,Public Pixie,1,geoffreylillemon,https://foundation.app/Publicpixie,
1268.07795,winonashoplifts,Bren,2,kenny;weesh,https://foundation.app/winonashoplifts,
1267.5135,Voja,Vojin Mladenović,2,brunobamma;stripes,https://foundation.app/Voja,https://twitter.com/Vojaart
1264.1323269999998,meu_seny,Alex,1,hemisveer,https://foundation.app/meu_seny,
1257.1295,CartoonAdvisory,Juan Rendon,2,twoshon;victorpradostudio,https://foundation.app/CartoonAdvisory,https://twitter.com/CartoonAdvisory
1257.1092000000003,NFTJGN,@nftjgn,2,cg_fella_;rezva,https://foundation.app/NFTJGN,https://twitter.com/nftjgn
1256.941,DK,DK,1,loiterkiddd,https://foundation.app/DK,
1254.65,ScribbleTalk,Scribble Talk,3,jay;jay;jay,https://foundation.app/ScribbleTalk,
1248.767,lkbs,lkbs,1,afroscope,https://foundation.app/lkbs,https://twitter.com/_KojoS
1248.767,CMYK,CMYK,1,nathanhead,https://foundation.app/CMYK,
1246.8469,SGNFTS,SGNFTS,1,speakcryptic,https://foundation.app/SGNFTS,
1245.6075509999998,meltdem,Meltem,1,createbylaw,https://foundation.app/meltdem,
1243.312,Creatiflux,ZAKI,1,cgbrahim,https://foundation.app/Creatiflux,https://twitter.com/Creatiflux
1238.482457,ilyas,@ilyas,2,dappe;nftdevan,https://foundation.app/ilyas,https://twitter.com/itsilyasesmail
1237.4389999999999,JosefBsharah,Josef,1,julienrivoire,https://foundation.app/JosefBsharah,https://twitter.com/JosefBsharah
1237.356,rubahitam,Rifqi Ardiansyah,1,keji,https://foundation.app/rubahitam,https://twitter.com/rubahitam
1236.185639,BeauBo,BeauBo,2,justclima;tiagommarinho,https://foundation.app/BeauBo,
1235.0115,LisaOdt,Lisa Odette,5,blaze;oryogev;shoot_thismoment;artsygamex;bloomingvisions,https://foundation.app/LisaOdt,https://twitter.com/LisaODT
1234.9433,melanie,Melanie,2,becka;jeff.kraus,https://foundation.app/melanie,
1227.8352000000002,kamron,kamron,1,nikita,https://foundation.app/kamron,
1227.7455,carsoncatlin,Carson Catlin,3,carsoncatlin;haleymarieh;hydro74,https://foundation.app/carsoncatlin,https://twitter.com/carsoncatlin
1225.372784,curly_thicc,curly thicc,1,whereidraw,https://foundation.app/curly_thicc,
1223.8,sunnyx,Sunny,4,hemeon;flyosity;flyosity;flyosity,https://foundation.app/sunnyx,
1218.8775,elusivr,elusivr,1,gossipgoblin,https://foundation.app/elusivr,
1211.3348850000002,Lougainz,Lougainz,2,purpletariat;laserlewdude,https://foundation.app/Lougainz,https://twitter.com/GainzLou
1210.3434,heyhaigh,Ryan Haigh,1,poorteffy,https://foundation.app/heyhaigh,https://twitter.com/heyhaigh
1209.7319000000002,paulbirman,paulbirman,2,hulkiokantabak;fabiopalvelli,https://foundation.app/paulbirman,https://twitter.com/PaulBirman
1209.3995,Jenk,Jenk,4,gabrielrud;jenk;daria;ronan,https://foundation.app/Jenk,https://twitter.com/JenkM8
1208.976138,AbundanceKA,AbundanceKA,1,coolshit,https://foundation.app/AbundanceKA,https://twitter.com/ballstarnft
1205.30016,PureEvilGallery,PURE EVIL,1,nadamel,https://foundation.app/PureEvilGallery,https://twitter.com/pureevilgallery
1205.127819,Juicetra,Juicetra,2,nftpanda;jamlex,https://foundation.app/Juicetra,https://twitter.com/Juicetra
1203.1998,fco,fco. garcía nava,1,anomalydetected,https://foundation.app/fco,https://twitter.com/fgarcia_nava
1199.320529,lollo_169,Lorenzo C.,6,honeybadger;masterpupil;leonardoglauso;eldergold;masterpupil;bolotenkova,https://foundation.app/lollo_169,https://twitter.com/169_lollo
1196.91,MREGFX,MREGFX,2,mregfx;diego_bergia,https://foundation.app/MREGFX,https://twitter.com/mregfx
1195.8895800000003,plini,Plini,1,khyatitrehan,https://foundation.app/plini,
1191.2549999999999,memorycollector,memorycollector,2,backtopoints;sadexkedu,https://foundation.app/memorycollector,https://twitter.com/memorycollect0r
1191.2549999999999,AlbinL,Albin Larsson,1,landgrenwilliam,https://foundation.app/AlbinL,https://twitter.com/AlbinL
1188.2613059999999,solodanceparty1,s,4,synfts;aalto;thespacemen;cw,https://foundation.app/solodanceparty1,https://twitter.com/liifesaver1
1187.2735,tinyrobots,tinyrobots,2,pianoandthefox;katherine,https://foundation.app/tinyrobots,
1185.5040000000001,bestservedbold,𝔅𝔢𝔰𝔱𝔖𝔢𝔯𝔳𝔢𝔡𝔅𝔬𝔩𝔡,2,baydaku;harvatt,https://foundation.app/bestservedbold,https://twitter.com/bstsrvdbld
1185.5040000000001,drseuss,Dr Seuss,2,cyrusjameskhan;cyrusjameskhan,https://foundation.app/drseuss,
1180.7179999999998,hotcross,Hot Cross,1,cenksezer,https://foundation.app/hotcross,
1180.602,Nikhill,Nik Hill,3,designbyowais;litero;zdo,https://foundation.app/Nikhill,https://twitter.com/nikilldesign
1177.9075,EthWave,EthWave,1,thegentlemanbronco,https://foundation.app/EthWave,
1176.49475,berkawi,BERKAWI,2,ahmedklink;fabiopalvelli,https://foundation.app/berkawi,https://twitter.com/Berkawiiii
1176.4875000000002,jaschasuess,Jascha Suess,1,ryhawthorne,https://foundation.app/jaschasuess,https://twitter.com/Jaschasuess
1167.1595,Untitleddddd,Untitled,2,hordoxart;hordoxart,https://foundation.app/Untitleddddd,
1164.335237,wizmo,wızmo,2,maltjik-jpg;stun_visual,https://foundation.app/wizmo,https://twitter.com/wizmooood
1160.154457,nairno,Lewis,2,jardinesage;boredamerica,https://foundation.app/nairno,
1156.69659,davidportebeckefeld,David Porte Beckefeld,2,svyatykh;kitasavi,https://foundation.app/davidportebeckefeld,https://twitter.com/davidpb_art
1156.1776,_brianmorris_,Brian Morris,3,carsoncatlin;florianbertmer;hydro74,https://foundation.app/_brianmorris_,https://twitter.com/ooo000ooo
1151.4479999999999,saraludy,Sara Ludy,2,priscillatea;desicyborg,https://foundation.app/saraludy,https://twitter.com/sara_ludy
1151.4479999999999,PorkchopExpress,JS,1,phaserunner,https://foundation.app/PorkchopExpress,
1149.0505,CryptoHydrate,Drew,1,zoewintersx,https://foundation.app/CryptoHydrate,https://twitter.com/cryptohydrate
1147.3125,0xbb5a452a87c61bf107622004222db6d7b4de148f,aLpO,6,thehundreds;thehundreds;thehundreds;thehundreds;thehundreds;thehundreds,https://foundation.app/0xbb5a452a87c61bf107622004222db6d7b4de148f,
1147.3125,iamjerry,someone,1,maxmmh,https://foundation.app/iamjerry,
1147.1877,okoyono,Okoyono,1,dyinginkyoto,https://foundation.app/okoyono,
1146.277,jenue,JENUE TYPEIMAGE ARTIST.,0,,https://foundation.app/jenue,https://twitter.com/jenuetypeimage
1138.3796,starthaus,STARTHAUS,2,flanlog;flanlog,https://foundation.app/starthaus,https://twitter.com/TheSTARTHAUS
1136.505,puorin,Rui Huang,2,uchansun;hotsunbird,https://foundation.app/puorin,https://twitter.com/larry73451236
1136.2825890000001,al,al,3,brnocg;smynonyms;lacabezaenlasnubes,https://foundation.app/al,
1134.5973680000002,parsa,Parsa,0,,https://foundation.app/parsa,
1132.7772,kowch,thekowch,1,kp,https://foundation.app/kowch,
1132.1267400000002,Brickspacer,Brickspacer,0,,https://foundation.app/Brickspacer,https://twitter.com/Brickspacer
1129.237625,fuzzylogic,fuzzylogic,1,dubbb,https://foundation.app/fuzzylogic,
1123.36884,efevardar,Efe Vardar,1,mechnuggets,https://foundation.app/efevardar,https://twitter.com/efevardar
1121.9274,kvnryn,Kevin Ryan,1,krisdavidson,https://foundation.app/kvnryn,https://twitter.com/kvnryn
1120.48,ROHO,ROHO,1,josh_tep,https://foundation.app/ROHO,https://twitter.com/notROHO
1117.2433139999998,olivermademyday,Oliver Procházka,0,,https://foundation.app/olivermademyday,https://twitter.com/olivermademyday
1110.37635,PieCigarette,DR,1,lbank,https://foundation.app/PieCigarette,
1108.57613,stppngstn,✼,3,cmx;idiort;yoffdog,https://foundation.app/stppngstn,https://twitter.com/stppngstn
1108.57613,stppngstn,✼,3,cmx;idiort;yoffdog,https://foundation.app/stppngstn,https://twitter.com/stppngstn
1107.262,JB,JB,2,andreaspreis;austingriffith,https://foundation.app/JB,
1104.84,cleareyes,clear eyes,1,_kangminje,https://foundation.app/cleareyes,https://twitter.com/MarianHillMusic
1103.115453,jerichozis,Eugene,0,,https://foundation.app/jerichozis,https://twitter.com/jerichozis
1100.6879999999999,xxLiorDiorxx,Lior Dior,0,,https://foundation.app/xxLiorDiorxx,
1097.7402499999998,daliso,Daliso Ngoma,2,man;elizarevfx,https://foundation.app/daliso,https://twitter.com/djngoma
1096.143,artbank,Artbank,1,tncyart,https://foundation.app/artbank,https://twitter.com/finearturkey
1095.923198,magicspuds,@magicspuds,1,jamesmoore,https://foundation.app/magicspuds,
1095.085776,Steeminator3000,Steeminator3000,1,sturec,https://foundation.app/Steeminator3000,
1093.818,cryptomusicboy,cryptomusicboy,1,truncationxero,https://foundation.app/cryptomusicboy,
1087.8980000000001,taylorhand,Taylor Hand,4,gazedsoul;gazedsoul;gazedsoul;gazedsoul,https://foundation.app/taylorhand,https://twitter.com/metric_cs
1086.301254,juanzy,Juan Drei,0,,https://foundation.app/juanzy,
1085.856,yalulin,yalulin,1,ioyoi,https://foundation.app/yalulin,https://twitter.com/yalulin
1085.81481,opticollaborations,Opticollaborations,3,cryptonymous;opticollaborations;allo,https://foundation.app/opticollaborations,https://twitter.com/barrylsutton
1083.384,hersey,Todd Hersey,3,justinlemmon;stephenong;brimademedoit,https://foundation.app/hersey,
1081.698695,ericthecrumb,eric the crumb,2,joeyahern;joeyahern,https://foundation.app/ericthecrumb,https://twitter.com/ericthecrumb
1079.808724,Muhcine,Muhcine Ennou,3,lupape;cryptoblue;cgbrahim,https://foundation.app/Muhcine,https://twitter.com/Muhcines
1076.859,Skeeva,Skeeva,1,lucastruchen,https://foundation.app/Skeeva,https://twitter.com/TheSkeeva
1076.859,brellias,Brellias,1,wvxii,https://foundation.app/brellias,https://twitter.com/brellias
