total_spending_usd,artist_id,artist_name,n_collection,collected_artists,page_link,twitter
8937.575418,Bazzar,Brian Bazzar,26,fps;tinchik;sagittariusgallery;ebru;roho;mihaid;oftheyear;fps;greenpanther;shahub;phreakasso;mrbrowngreen;amir;clintxvx;paoloamico;zedart;weichensteller;jonkajtys;rezaafshar;isilkapu;lucclop;supabwe;circuiteye;hasmood;nikita;goobervision,https://foundation.app/Bazzar,https://twitter.com/Sacred_Clown
8925.8922,bitcoinprophet1,Landbaron555,6,robotpencil;egor_golopolosov;sfpainter;suryanto;dederuslan;dederuslan,https://foundation.app/bitcoinprophet1,
8904.71288,cypheristikal,cypheristikal,0,,https://foundation.app/cypheristikal,https://twitter.com/cypheristikal
8847.70548,digitalcoleman,Chris Coleman,6,fakeshamus;owls;ricksilva;katherine;laturbo;sterlingcrispin,https://foundation.app/digitalcoleman,
8769.536,raretommy,tommy,6,nicogs;safehaven;safehaven;nisheink;kajdax;safehaven,https://foundation.app/raretommy,https://twitter.com/YungGucciT
8742.2,greekdx,Ioannis Sourdis,2,robregis;alexkonstad,https://foundation.app/greekdx,https://twitter.com/Ioannis_AG
8692.9595,etienecrauss,Etiene Crauss,10,vo;cazuza;mathe;brunofrr;jarde1l;kelvinestevao;aluben;ajaxaka;cazuza;kelvinestevao,https://foundation.app/etienecrauss,https://twitter.com/etienecrauss
8676.599999999999,shrugs,¯\_(ツ)_/¯,1,leftgallery,https://foundation.app/shrugs,
8665.7024,Fittssm,ZERO,3,kennyschac;kennyschac;kennyschac,https://foundation.app/Fittssm,
8639.654,doublea,Double A,5,tommo;reuko;julienrivoire;jamesvde;jamesvde,https://foundation.app/doublea,https://twitter.com/ledoublea2
8522.88592,alanna,alanna,7,elliepritts;malcolmlevy;happy_neon_nft;ixshells;moeen;ixshells;pixlpa,https://foundation.app/alanna,https://twitter.com/alannascott
8504.368300000002,seth,seth,7,shyukin;juangsegura;juangsegura;sebpes;movingpoints;maxsalzborn;pixlpa,https://foundation.app/seth,https://twitter.com/seth
8496.768759999999,br000no,br00no,5,taylorwtf;voja;stutter;luisfern5;surrealserpentine,https://foundation.app/br000no,
8476.968,blake,blake,7,sinabozorgvar;nnimrodd;projectxiv;hellbrush;sinabozorgvar;stass;projectxiv,https://foundation.app/blake,https://twitter.com/blakejamieson
8465.4844,chewystoll,Chewy Stoll,4,olaf;oozium;captvart;vojomojo,https://foundation.app/chewystoll,
8404.124375,MrGeorge888,MrGeorge888,15,captvart;simondee;martinvanners;martinvanners;blazus;yagizkocabiyik;davidcheifetz;vertigo;hosseinzare;traumamnesia;paulsnijder;skaggs;cavidmdw;martinvanners;annibalesiconolfi,https://foundation.app/MrGeorge888,
8382.0645,jw,🙌 jw,5,hihowareyou;kajdax;atm;ryanputnam;sirsu,https://foundation.app/jw,https://twitter.com/jw
8345.63,jasmark,Jason Angeles,6,xi;bambashkart;naolito;musketon;musketon;musketon,https://foundation.app/jasmark,https://twitter.com/jasmarkangeles
8343.45,ryankim,Ryankim,1,honeybadger,https://foundation.app/ryankim,https://twitter.com/ryankim0x
8315.366,defacedstudio,Defaced Studio,7,mttscz;zwist;dalves;tewfour;jeremybooth;sophiesturdevant;safehaven,https://foundation.app/defacedstudio,
8252.778,BoredElonMusk,Bored Elon,3,kyokill;captvart;waarp,https://foundation.app/BoredElonMusk,https://twitter.com/BoredElonMusk
8211.158786,ronnaldong,Ronald Ong,3,danieltaylor;sneakybroart;lucasf3d,https://foundation.app/ronnaldong,
8187.2606,ARC,ARC4G,4,cgpov;josh_tep;loopify;jmd,https://foundation.app/ARC,https://twitter.com/arc4g
8167.095494000001,ichpuchtli,Noop-Human,1,talithakingart,https://foundation.app/ichpuchtli,
8080.335000000001,bmsatierf,Bruno Freitas,1,infinitepay,https://foundation.app/bmsatierf,https://twitter.com/bmsatierf
7969.169499999999,mpkoz,Michael Kozlowski,9,mgxs;joehorner;_jeffnicholas_;loopinglovers;reo;sterlingcrispin;anf;zouassi;helencrispin,https://foundation.app/mpkoz,https://twitter.com/mpkoz
7967.367659999999,dalves,dalves,10,yoffdog;sb;yoffdog;vaporwaver;gvmini;msinsrs;doodle;paji;arno;nowack,https://foundation.app/dalves,https://twitter.com/dalv_s
7943.170719000001,covertagent,Covert Agent,8,martiancandy;createbylaw;arturotedeschi;allo;allo;martiancandy;martiancandy;joelle,https://foundation.app/covertagent,
7932.233883,dotstar,Dotstar,6,kickposters;imadawan;kickposters;coliewertz;ryanchurch;gmork,https://foundation.app/dotstar,
7876.4109,coopahtroopa,Coopahtroopa,8,beforethedata;mikeyjoyce;tektober;innadakota;sergeposters;bradenlee;lorem;kate,https://foundation.app/coopahtroopa,https://twitter.com/Cooopahtroopa
7779.572676000001,gold,J.H. Gold,5,elliepritts;haveagoodattitude;lucybenson;jstn;pixlpa,https://foundation.app/gold,https://twitter.com/jongold
7773.37127,DD1,Dom Dirupo,8,zakloyd;jatodaro;bensisto;luciensmithstudio;paulsnijder;zakloyd;strack;carlhauser,https://foundation.app/DD1,
7766.563543,AN5,AN5,7,moonsundiamond;lillianliu;artbyrei;poorteffy;foxnaif;moonsundiamond;vinniehager,https://foundation.app/AN5,
7713.7554199999995,coryvanlew,Cory Van Lew,6,momopixel;techkeyz;adamtastic;cryptocrystals;koi;lomedia,https://foundation.app/coryvanlew,https://twitter.com/coryvanlew
7709.514669,Abo_BTC,Abo BTC,0,,https://foundation.app/Abo_BTC,https://twitter.com/Abo_BTC
7700.2759,Wishy4,Wishy4,4,captvart;captvart;cloaking;huson,https://foundation.app/Wishy4,
7669.2039,flashrekt,flashrekt,7,igor;colourature;kotayamaji;tyedied;mezzvisuals;willzwey;laithsafa,https://foundation.app/flashrekt,
7629.216,Rems,@rems,1,oizo3000,https://foundation.app/Rems,
7488.4,J_H_Lartigue,J_H_Lartigue,1,shl0ms,https://foundation.app/J_H_Lartigue,
7474.422999999999,ccy,@ccy,2,visualizevalue;visualizevalue,https://foundation.app/ccy,
7468.893999999999,notscottmoore,Scott Moore,3,arc;nathanhead;austingriffith,https://foundation.app/notscottmoore,
7465.311,shapiro500,Gavin Shapiro,5,ritarn;emty01;lukasvojir;oscarpettersson;ykermoreno,https://foundation.app/shapiro500,
7421.524888,arthaus,Art Haus,6,biancabeers;25m42;drbolick;kribra;daragfx;daragfx,https://foundation.app/arthaus,
7404.83,Aku,Aku,3,jonburgerman;atm;andreoshea,https://foundation.app/Aku,
7362.549999999999,Nalden,Nalden,2,lszl;heystudio,https://foundation.app/Nalden,
7252.5923999999995,cdixon,cdixon,3,sparth;relpham;sergeposters,https://foundation.app/cdixon,
7239.899,FilipHodas,Filip Hodas,5,tylerjma;frm46;frm46;frm46;kodrir,https://foundation.app/FilipHodas,
7238.62965,blacksneakers,blacksneakers,5,mediolanum;bluboy;surrealistshay;atm;gambocean,https://foundation.app/blacksneakers,https://twitter.com/BLACKKSNEAKERS
7196.974079999999,odious,odious,8,cudicadanic;movingpoints;callebalik;flviocc;robjabbaz;kotutohum;mitchelleaton;jabba,https://foundation.app/odious,
7186.9807,beyondcrypto,Beyond Crypto,7,allo;allo;allo;allo;allo;allo;allo,https://foundation.app/beyondcrypto,https://twitter.com/beyondcrypto_
7168.645,DiceAndDimes,Ryan,1,poorteffy,https://foundation.app/DiceAndDimes,
7114.760200000001,amirzandartist,AMIR ZAND,6,mahdieh_farhadkiaei;stahlberg;alx;gabriellabarouch;marcsimonetti;7174,https://foundation.app/amirzandartist,https://twitter.com/amirzandartist
7104.64,durkatwork,Durk van der Meer,1,ianmcque,https://foundation.app/durkatwork,https://twitter.com/DurkatWork
7038.050406,cw,Chris Wallace,6,cg_fella_;pj_richardson;matthieubraccini;cw;cw;cyrusjameskhan,https://foundation.app/cw,https://twitter.com/chriswallace
7010.749304000001,EBA,EBA,13,alexa-art;iy;jesuscondeart;artgerm;7onder;solovechkina_art;timsart;7onder;randomlikeu;annevieux;seeligme;marterium_;ytopp,https://foundation.app/EBA,https://twitter.com/eagerbeaverart
6922.664999999999,Drewsuf,Andrew,1,handeleugene,https://foundation.app/Drewsuf,
6891.213,tfmstyle,The French Monkey,8,baransarper;robertcoker;robertcoker;mwstandsfor;robertcoker;moderna;moderna;moderna,https://foundation.app/tfmstyle,https://twitter.com/TFMStyle
6880.5975,digitalsummer,Digital Summer,5,larienne;gio_roman87;phaserunner;am2pointoh;yuyatakeda,https://foundation.app/digitalsummer,
6878.938999999999,A4Astro,Mark Bagby,4,daniel_kole;jonburgerman;irag_art;miguelgarest,https://foundation.app/A4Astro,
6762.361482,vivi_collector,Vivi_Collector,2,chinfongart;chinfongart,https://foundation.app/vivi_collector,
6718.3150000000005,ondrejzunka,ondrejzunka,4,htapes;3dstoryteller;josefbsharah;caleigh_ill,https://foundation.app/ondrejzunka,https://twitter.com/ondrejzunka
6716.0197499999995,nftxo,nftxo,3,blaze;ju_schnee;blaze,https://foundation.app/nftxo,
6699.015,dragon,@dragon,2,polygon1993;polygon1993,https://foundation.app/dragon,
6676.849999999999,seb_anxiozny,Sebastijan Eskinja,5,tobes;vo;cai;jenue;ju_schnee,https://foundation.app/seb_anxiozny,
6568.77146,SIRSU,Sir Suhayb Carter,4,devmoore;poorteffy;bergerfohr;atm,https://foundation.app/SIRSU,https://twitter.com/sirsuhayb
6563.151000000001,modernchaosmj,maddie,4,hyam;shl0ms;shaynja;elliotisacoolguy,https://foundation.app/modernchaosmj,
6554.4732,BeholdTheFire,@beholdthefire,1,rareform,https://foundation.app/BeholdTheFire,
6523.0491999999995,Suryanto,Suryanto,12,panjikrishna;areahey;jztye;xtillgood;lufthik;jerichozis;baybaypras;montela;asianjunkies;tagapaw;jztye;anvexs,https://foundation.app/Suryanto,https://twitter.com/Suryanto_sur234
6504.4346000000005,nicolassassoon,Nicolas Sassoon,11,lucybenson;alex_gibson;out_4_pizza;ixshells;hamzaalabou;ermovolga;moeen;katherine;mypandashallfly;ixshells;alimalee,https://foundation.app/nicolassassoon,https://twitter.com/Nicolas_Sassoon
6504.1718,orhan_sayin,Orhan SAYIN,7,imnotminimal;metinakcakoca;hakanyilmaz;desolator;a_zinkov;sedna;sedna,https://foundation.app/orhan_sayin,https://twitter.com/_OrhanSAYIN_
6465.062,johnknopf,John Knopf,5,shantell;matthewneubauer;_jeffnicholas_;techkeyz;_jeffnicholas_,https://foundation.app/johnknopf,https://twitter.com/JohnKnopfPhotos
6437.700854,rokh,ROKH Vision,4,kiyanforootan;fractually;masterpupil;item_idem,https://foundation.app/rokh,
6432.776999999999,whatsanft,@whatsanft,1,treyratcliff,https://foundation.app/whatsanft,
6432.6696,costi,@costi,6,ekah;nickmedukha;kellyrobitaille;kellyrobitaille;donglu;ekah,https://foundation.app/costi,
6427.790669,steffismuse,Steffi,2,mattey;anthonyfurl,https://foundation.app/steffismuse,
6405.897403,gatomercado,Gato Mercado,5,pablolopez;pablolopez;deweysaunders;deweysaunders;pianoandthefox,https://foundation.app/gatomercado,https://twitter.com/gatomercado
6400.713,11,11,1,mbsjq,https://foundation.app/11,
6366.35,signalnoise,James White,1,fraserdavidson,https://foundation.app/signalnoise,https://twitter.com/Signalnoise
6359.25,estebandiacono,Esteban Diacono,4,themilush;noealz;marcelpiekarski;heypatyeah,https://foundation.app/estebandiacono,https://twitter.com/estebandiacono
6348.757,wyatt,Wyatt,4,rusky_pasha;amrit;hateart;hateart,https://foundation.app/wyatt,https://twitter.com/wyattmcbain
6334.16,GALLEON,GALLEON,1,polygon1993,https://foundation.app/GALLEON,
6326.1036,joangarciapons,Joan Garcia Pons,6,ibrajeez;ferransell;danielclarkeart;jonathanlindgren;bovk;marcurtasun,https://foundation.app/joangarciapons,https://twitter.com/chineeserice
6302.357452,pridesai,priyanka desai,7,rachelrossin;aevtarperform;stfeyes;daylenseu;gengeomergence;nicoleruggiero;feltzine,https://foundation.app/pridesai,
6216.7786,wi11,Late Father Photography | wi11,4,magdiellop;vaporfrost;paulsnijder;attwoodua,https://foundation.app/wi11,
6182.1274,ill_liquid,@ill_liquid,5,janerichsen;numan;porouswalker;caincaser;caincaser,https://foundation.app/ill_liquid,
6179.023124000001,AXIOM,AXIOM,3,jacques;areahey;jessicaticchio,https://foundation.app/AXIOM,
6149.0604,digitalmelon,Ryan Talbot,4,martinvanners;travisragsdale;luismiranda4d;lundskow,https://foundation.app/digitalmelon,https://twitter.com/digital_melon_
6135.1225,pharaoh_nft,pharaoh,3,iy;liquiddensity;lloydohwright,https://foundation.app/pharaoh_nft,
6088.3467,cypher,cypher,3,gabrieldeanroberts;eranhill;anf,https://foundation.app/cypher,
6084.325,ericnakagawa,Eric Nakagawa,1,pinot,https://foundation.app/ericnakagawa,https://twitter.com/ericnakagawa
6039.211308,archannair,Archan Nair,12,tomasbarcelocastela;rezaafshar;erphanmalek;nebenzu;johanakroft;feltzine;lollo_169;iannocent;itzameprat;stuballingerart;oelhan;diftype,https://foundation.app/archannair,https://twitter.com/ArchanNair
6031.409000000001,markinducil,Mark Constantine Inducil,4,khimba;diftype;wescream;nogland,https://foundation.app/markinducil,
6028.336499999999,gmc,Geo,2,duganwarmoth;duganwarmoth,https://foundation.app/gmc,https://twitter.com/thatguygeo
5985.7479140000005,frenetikvoid,Frenetik Void,6,sofja;sofja;gabrielrud;daira;kitasavi;hemisveer,https://foundation.app/frenetikvoid,https://twitter.com/frenetikvoid
5956.2125,GabriellaBarouch,Gabriella Barouch,2,jardinesage;amirzandartist,https://foundation.app/GabriellaBarouch,https://twitter.com/GabriellaBr
5950.51324,NFTIndex,NFTI,4,jcenters;buchara;digital_pavlov;brickspacer,https://foundation.app/NFTIndex,
5927.52,Weel,Weel,1,erin,https://foundation.app/Weel,
5850.25511,jackmaschka,Jack Maschka,6,awheck;mcmintea;juancarlospagan;orphan;4156;ykermoreno,https://foundation.app/jackmaschka,https://twitter.com/jackmaschka
5833.009950000001,buckets,Max Buckets,5,roho;pj_richardson;ryz;somethingsavage;gengeomergence,https://foundation.app/buckets,
5802.575,ajaycthomas,Ajay Thomas,1,lacabezaenlasnubes,https://foundation.app/ajaycthomas,https://twitter.com/ajaycthomas
5780.18,da,@da,1,red,https://foundation.app/da,
5764.54004,1ne,@1ne,4,chubby;anf;gonzzzalo;iuri,https://foundation.app/1ne,
5703.0198,tomato,Tomato,5,benny_productions;higgsas;miss_maquillage;saga;altshift,https://foundation.app/tomato,https://twitter.com/thefaketomato
5646.728401,TheDinch,Gregory,6,iconseries;sambrown;sambrown;jordy;sambrown;jackhale,https://foundation.app/TheDinch,
5638.0929,Deathimself,DΞᐱTᕼ,3,cryptofantasy;alhucard;benjaminnazon,https://foundation.app/Deathimself,https://twitter.com/deathimself_
5576.808,katherine,Katherine Frazer,6,yaelkanarek;nicolassassoon;daylenseu;hexangel616;pixlpa;laturbo,https://foundation.app/katherine,https://twitter.com/brb_irl
5546.07,lingy000,Yun Ling,1,jaimejones,https://foundation.app/lingy000,https://twitter.com/lingy000
5527.039206,CryptoCAD,CryptoCAD,1,chadknight,https://foundation.app/CryptoCAD,
5524.200000000001,MZ99,MZ,3,tarnasz;nftsavant;tarnasz,https://foundation.app/MZ99,
5518.8616,AcidRain,Acid Rain,3,neoliptus;stuballingerart;stuballingerart,https://foundation.app/AcidRain,
5509.149544,jimimatrix,@jimimatrix,3,yoshisodeoka;redsmoke;petertheroman,https://foundation.app/jimimatrix,
5499.25,Freak,@freak,5,dougtennapel;cryptonymous;ewanblendsstuff;moradi;nessgraphics,https://foundation.app/Freak,
5481.18,GamesJS,Joel Smits,1,baransarper,https://foundation.app/GamesJS,
5469.09,revendar,podipaiyan,1,jasonfelix,https://foundation.app/revendar,
5461.803962999999,softpower,softpower,5,aswoood;happylittlepixels;alimalee;alimalee;jonanderson,https://foundation.app/softpower,https://twitter.com/owlbearmyheart1
5424.098320000001,paniagua,@paniagua,4,allo;scartoccio;eduard_ov;markmalta,https://foundation.app/paniagua,
5416.47,cryptonaut,Cryptonaut,1,gric,https://foundation.app/cryptonaut,
5416.47,pablo555,Pablo,0,,https://foundation.app/pablo555,
5393.9889060000005,lpolzer,Leslie P. Polzer,6,litodesigns;crnovision;litodesigns;falreng;fivetimesno;archangel,https://foundation.app/lpolzer,
5386.89,palmtree,@palmtree,1,mrjasperwong,https://foundation.app/palmtree,
5384.49,Kenshiro,Kenshiro,5,alienqueennft;alienqueennft;ianspriggs;alienqueennft;jstngraphics,https://foundation.app/Kenshiro,https://twitter.com/Ken40744017
5363.061,waves,Waves,1,smangiat,https://foundation.app/waves,
5328.4800000000005,idecentralized,Anthony Bertolino,1,zoewintersx,https://foundation.app/idecentralized,
5328.4800000000005,CanalZoner,Canal Zoner,3,tootiefrootie;tootiefrootie;tootiefrootie,https://foundation.app/CanalZoner,
5294.136,hyam,hyam,5,masonrothschild;hellomrcolor;cjirv;ahmedklink;tfmstyle,https://foundation.app/hyam,https://twitter.com/hyumankind
5281.811797,0degree,0degree,4,jjcworks;0x13blockbeats;thelukedidlo;catswilleatyou,https://foundation.app/0degree,
5263.692140000001,nfboom,Noah,9,yonfrula;mehmetunal;haleymarieh;multirandom;leftandlost;morpei_buriloop;reallifestarman;mehmetunal;benclarkson,https://foundation.app/nfboom,
5249.343,bur0x,@bur0x,6,maxbedulenko;strauss;patcantin;jokinmarc;hollowsun;baka,https://foundation.app/bur0x,
5245.27412,temmanuel,Thomas Emmanuel,1,jimmy,https://foundation.app/temmanuel,https://twitter.com/temmanuel
5228.894,jaybfg,@jaybfg,2,arang;saaaez,https://foundation.app/jaybfg,
5224.692,Pitcoin3,Winifred,1,tarnasz,https://foundation.app/Pitcoin3,
5205.774744,zach,Zach,3,khyatitrehan;jstn;shilly,https://foundation.app/zach,https://twitter.com/zachklein
5177.859,LokisNFTs,Loki,3,zigor;angelarium;jelly,https://foundation.app/LokisNFTs,https://twitter.com/LokisNFTs
5142.796179,jenstark,Jen Stark,8,kristaawad;kristaawad;ixshells;x-;igor;deloscinari;lloydohwright;anf,https://foundation.app/jenstark,https://twitter.com/Jen_Stark
5142.796179,jenstark,Jen Stark,7,kristaawad;ixshells;pequod;igor;deloscinari;lloydohwright;anf,https://foundation.app/jenstark,https://twitter.com/Jen_Stark
5125.37413,erin,erin beesley,7,astrosuka;adelaide;rosehill1999;mewpsd;freundlich;tinymilkjug;whistlegraph,https://foundation.app/erin,
5125.37413,erin,erin beesley,7,astrosuka;adelaide;rosehill1999;mewpsd;freundlich;tinymilkjug;whistlegraph,https://foundation.app/erin,
5080.191000000001,deekaymotion,DeeKay,4,tbchoi;kevinbparry;raccoonnook;oliversin,https://foundation.app/deekaymotion,https://twitter.com/deekaymotion
5059.774399999999,nabeelo,Nabs,4,darioigp;jw;cam;mistcat,https://foundation.app/nabeelo,https://twitter.com/nabeel
5033.316389,kylo,Kylo,3,prasadbhatart;bored;baker,https://foundation.app/kylo,https://twitter.com/Kyloren_NFT
5032.132880000001,yungjake,yung jake,3,ryder_ripps;joehamilton;nic_hamilton,https://foundation.app/yungjake,https://twitter.com/yungjake
5032.132880000001,yungjake,yung jake,3,ryder_ripps;joehamilton;nic_hamilton,https://foundation.app/yungjake,https://twitter.com/yungjake
5030.1139459999995,iluvjenniekim98,iluvjenniekim98,3,ugonzo_art;ugonzo_art;alexmdc,https://foundation.app/iluvjenniekim98,https://twitter.com/iluvjenniekim98
5027.790000000001,victormosquera,Victor Mosquera,4,teebs;teebs;junkyard;oscarmar,https://foundation.app/victormosquera,
4963.683267,braines,Picassos Brush,8,louisvuittond0n;neonhueman;teheldersneeze;insolence;kideight;bluepixel;n;nonproduct,https://foundation.app/braines,https://twitter.com/Init4daTech
4958.6416,gregoriowiggles,gregoriowiggles,2,paulsnijder;scottgelber,https://foundation.app/gregoriowiggles,
4950.81357,preston,Preston Haʻo,8,poorteffy;sb;mackennamillet;kostivgosti;mrpablo;numan;stemandthorn;thehundreds,https://foundation.app/preston,https://twitter.com/thatshao
4949.756,brr,@brr,2,okanuckun;leandercapuozzo,https://foundation.app/brr,
4931.148999999999,TomFredLucious,TomFredLucious,2,sainthooman;eleven,https://foundation.app/TomFredLucious,
4914.373203,infinitepay,InfinitePay,1,infinitepay,https://foundation.app/infinitepay,https://twitter.com/_infinitepay
4893.77383,MadMaraca,Mari.K,4,elaillu;kiyanforootan;oryogev;7174,https://foundation.app/MadMaraca,https://twitter.com/MadMaraca
4884.4400000000005,UnblockChainMe,UnBlockchainMe,1,jermainerogers,https://foundation.app/UnblockChainMe,https://twitter.com/UnBlockchainMe
4882.37,eleven,Eleven,6,kpgraphics;dalves;finnmrtn;buffet;bobbicai;kpgraphics,https://foundation.app/eleven,https://twitter.com/eleXIven
4875.9947,plai,plai,1,hueman,https://foundation.app/plai,
4861.19636,finding_reality,finding_reality,3,poorteffy;tuomo;mendezmendez,https://foundation.app/finding_reality,
4860.956295,fidelio,@fidelio,3,_richardparry_;_richardparry_;lineysfilm,https://foundation.app/fidelio,
4842.139499999999,maxmmh,Mayo,3,redoxium;tfmstyle;melnukoff,https://foundation.app/maxmmh,https://twitter.com/MaxMayonnaise
4832.415744000001,sighduck,sighduck,1,robbie,https://foundation.app/sighduck,
4814.157,russfranky,Russ Franklin,4,kf;emersontung;emersontung;amirzandartist,https://foundation.app/russfranky,https://twitter.com/Russfranky
4740.905,Swopes,Elise Swopes,3,princeude;vollut;noluckycharmz,https://foundation.app/Swopes,
4725.81645,Vissch,Thomas Visscher A.K.A V̶͙͖̄i̸̺̻̇́s̸̟͆̈́ŝ̵͎̭̏c̶̘̗̿h̵̪̥̀̉✿,3,sparth;scoro5;unknownbeing,https://foundation.app/Vissch,
4725.81645,Vissch,Thomas Visscher A.K.A V̶͙͖̄i̸̺̻̇́s̸̟͆̈́ŝ̵͎̭̏c̶̘̗̿h̵̪̥̀̉✿,3,sparth;scoro5;unknownbeing,https://foundation.app/Vissch,
4710.965,ramenforbreakfast,ramenforbreakfast,2,jeremymansford;schepacz,https://foundation.app/ramenforbreakfast,
4705.950000000001,obs,oBS,1,miltonsanz,https://foundation.app/obs,
4694.465212,Shantell,Shantell Martin,6,boxhead;jessjohnson;darioigp;musebymonday;leeruby;mutanthands,https://foundation.app/Shantell,https://twitter.com/shantell_martin
4680.25,NYA,N,1,cslim,https://foundation.app/NYA,
4665.233,ROBNESS,ROBNESS VIRTUAL,3,rtx;elliepritts;thedruid,https://foundation.app/ROBNESS,https://twitter.com/robnessofficial
4649.447718,fitzgerald,fitzgerald,4,cachou;steventung;chingyeh;equinoz,https://foundation.app/fitzgerald,
4630.929224,CryptoBlue,Nabil chequeiq,6,anna_v;cryptoblue;glenjamn;muhcine;joehamilton;l4artiste,https://foundation.app/CryptoBlue,https://twitter.com/nchequeiq
4630.598,henri,@henri,3,topherius;seth;hemisveer,https://foundation.app/henri,
4621.725,renderfruit,Renderfruit,2,pastelae;nicoleruggiero,https://foundation.app/renderfruit,https://twitter.com/ClaraLuzian
4610.428000000001,tonyherrera,Tony Herrera,9,lilzidesigns;druc89;artsygamex;oryogev;ponio;oscarasecas;peterjohnkearney;ragdoll;miguelgarest,https://foundation.app/tonyherrera,
4605.4796,backyard,Backyard Vienna,5,allo;be_a_stereotype;draw4crypto;frm46;allo,https://foundation.app/backyard,
4596.2768,martz,Chris Martz,4,micah;boredamerica;nic_hamilton;melty,https://foundation.app/martz,https://twitter.com/chrismartz
4589.25,beastieballer,aLpO,6,thehundreds;thehundreds;thehundreds;thehundreds;thehundreds;thehundreds,https://foundation.app/beastieballer,
4586.2,polo,@polo,1,chuvabak,https://foundation.app/polo,
4571.292,libertad,@libertad,2,keyn8;zigor,https://foundation.app/libertad,
4516.9275,ersin,ersin,3,rizacankumas;buraksenturk;ethemonur,https://foundation.app/ersin,
4506.7606,DS,DS,2,andyokay;andyokay,https://foundation.app/DS,
4506.131240000001,RauntumBits,RantumBits,3,waxbones;baire;tonybabel,https://foundation.app/RauntumBits,
4461.700006,JTan1530,CryptoPunkMafiaBoss,5,ewanblendsstuff;allo;rdhalla;vitaliy;verehin,https://foundation.app/JTan1530,https://twitter.com/JTan1530
4446.877026000001,compusophy,compusophy,9,piermark;fawkes;artbank;ranxdeer;dzhosall;paranoidanyway;brainpasta;teto;tenacious,https://foundation.app/compusophy,https://twitter.com/compusophy
4422.965852,realityspline,realityspline,5,seanbonner;tatiana;lucybenson;tatiana;lucybenson,https://foundation.app/realityspline,
4399.435,0xSisyphus,0xSisyphus,1,stephyfung,https://foundation.app/0xSisyphus,
4359.019364,331salmon,331salmon,3,alpevchino;arsen__design;ezzyland,https://foundation.app/331salmon,https://twitter.com/JeanLaureux
4355.3865000000005,brisseaux,Kervin Brisseaux,4,davidmascha;ando_4five;_richardparry_;wescream,https://foundation.app/brisseaux,https://twitter.com/brisseaux
4338.203399999999,sasha,@sasha,4,michaeltan;kefan404;jenkorossi;tomblachford,https://foundation.app/sasha,
4329.4715,dom,dom,3,iy;sergeposters;petertarka,https://foundation.app/dom,https://twitter.com/dhof
4324.791008,RONA7D,Ronald™,3,danielkeoghart;dnurazi7;davidmascha,https://foundation.app/RONA7D,https://twitter.com/RSilbermann
4323.112252,Inspector,Inspector,1,topherdotexe,https://foundation.app/Inspector,https://twitter.com/ArtInspector5
4310.5225,callil,Callil Capuozzo,4,connorlang;clementvalla;sad_folder;pixlpa,https://foundation.app/callil,
4293.826445,victorerere,victor ezra,4,daedelus;nikita;enternull;xcellenceliesnearcolor,https://foundation.app/victorerere,https://twitter.com/victorerere
4292.74,jpierce,Josh Pierce,4,saieyeya;kboltz;timriopelle;ccidgfx,https://foundation.app/jpierce,https://twitter.com/jpierce_art
4274.52,mattscollection,mattscollection,2,treyratcliff;ibrajeez,https://foundation.app/mattscollection,
4272.66675,MopHead,EdwardJL,3,chuvabak;chuvabak;robotpencil,https://foundation.app/MopHead,
4265.4435,iamlirona,LIŔONA,2,orphan;ryhawthorne,https://foundation.app/iamlirona,https://twitter.com/iamlirona
4242.648,thelostwallet,thelostwallet,2,liquiddensity;liquiddensity,https://foundation.app/thelostwallet,https://twitter.com/thelostwallet1
4203.8395,frankynines,Franky Aguilar,5,maticeee;helldeer;helldeer;lucasbrooking;maxwellbruno,https://foundation.app/frankynines,https://twitter.com/frankynines
4191.716539999999,WesCREAM,Wes L Cockx,4,brisseaux;raccoonnook;fizahrahim;gabrielrcha,https://foundation.app/WesCREAM,https://twitter.com/wes_cream
4188.5991,adultartsandcrafts,Decentalized D!CK,5,neurite;foodmasku;polyannie;skywaterr;kate-the-cursed,https://foundation.app/adultartsandcrafts,https://twitter.com/adultarts
4188.211143,kan_uto,Kanuto,3,bumpy;mikehige;bumpy,https://foundation.app/kan_uto,
4168.5715,cryptoduncan,Duncan,2,andielor;lillianliu,https://foundation.app/cryptoduncan,https://twitter.com/duncan_crypto
4166.67763,evergoldprojects,Ever Gold Projects,6,luciensmithstudio;katherine;miekemarple;paulplastic;katherine;sterlingcrispin,https://foundation.app/evergoldprojects,https://twitter.com/EverGoldGallery
4144.242316,tim,Tim Grove,5,tim;samprice;bumpy;wvxii;nic_hamilton,https://foundation.app/tim,https://twitter.com/_timgrove
4119.2066700000005,Hydro74,Joshua Smith,7,carsoncatlin;carsoncatlin;carsoncatlin;_brianmorris_;_brianmorris_;_brianmorris_;_brianmorris_,https://foundation.app/Hydro74,https://twitter.com/hydro74
4109.84,acritten,a critten,6,eligh;eligh;eligh;eligh;eligh;eligh,https://foundation.app/acritten,
4108.312972,loicggd,Loic,7,etiennedecrecy;arteq;mickces;lazy_square;compromisedaccount;baqeich;reshock,https://foundation.app/loicggd,
4069.7913499999995,jieliouart,Jie Liou,2,equinoz;chingyeh,https://foundation.app/jieliouart,https://twitter.com/jie_liou
