token_id,creator,listing_date,listing_amt
143.0,0x6ef5c251a746d1259ff6ac22a6f0670d26b0c4c9,1612649002,0.33
144.0,0x6ef5c251a746d1259ff6ac22a6f0670d26b0c4c9,1612649403,0.33
145.0,0xb876e9e9d89998a483dc9fbf83a12ecab172ac9f,1612659408,2
146.0,0xb876e9e9d89998a483dc9fbf83a12ecab172ac9f,1612659307,2
147.0,0xb876e9e9d89998a483dc9fbf83a12ecab172ac9f,1612659053,999
148.0,0xb876e9e9d89998a483dc9fbf83a12ecab172ac9f,1612659099,100
149.0,0xb876e9e9d89998a483dc9fbf83a12ecab172ac9f,1612658809,68
150.0,0xb876e9e9d89998a483dc9fbf83a12ecab172ac9f,1612659307,2
151.0,0xb876e9e9d89998a483dc9fbf83a12ecab172ac9f,1612660567,2
152.0,0xe00712086490734ef8b4d72839a7237e505767f5,1612663461,1
153.0,0x484a12a27e8c95718e0b60d14369bfeaa426aff3,1623639982,1
153.0,0x6bba3df01ae75df6a2fb986ac00d12d3e254694c,1612667995,1.5
154.0,0x6bba3df01ae75df6a2fb986ac00d12d3e254694c,1612668109,1.5
154.0,0x484a12a27e8c95718e0b60d14369bfeaa426aff3,1623338783,0.75
155.0,0xcd54f6bf098c9869ceccffcab0089fee8786a7d2,1612673618,0.22
156.0,0xfccb96245ece8c0c0ba80992a5719cba1e2f504f,1612674975,1
157.0,0x47edbd307180556dbbeb5beabd8a40ac30520f57,1612745062,0.75
159.0,0x47edbd307180556dbbeb5beabd8a40ac30520f57,1612745108,0.75
160.0,0x3dc3d32accc95824bf3313d6ee57cb70e6837197,1612712771,1.2
161.0,0xa8a33539960ef4779cb0eceded8002c1ecd40582,1612741725,0.25
162.0,0x29cbc88a4757893ee72f99a93e1cd51395ac1132,1612795793,1
163.0,0x63a811487f7a84ec2dfcd1851e24acd75d2431c8,1612740717,1
164.0,0x29cbc88a4757893ee72f99a93e1cd51395ac1132,1612803603,1
165.0,0xd90ec9dc6f220be43ad88f3eff78fbd00d8fd1d6,1612746682,0.37
166.0,0x87042da39c06b0f85b435e5ec8ce2b15ec7bd700,1612744650,0.35
167.0,0x34aa3f359a9d614239015126635ce7732c18fdf3,1615399124,0.11
171.0,0x34aa3f359a9d614239015126635ce7732c18fdf3,1616001970,0.1
172.0,0x34aa3f359a9d614239015126635ce7732c18fdf3,1612750743,0.1
174.0,0x34aa3f359a9d614239015126635ce7732c18fdf3,1614901272,0.3
177.0,0x34aa3f359a9d614239015126635ce7732c18fdf3,1612750743,0.1
178.0,0x34aa3f359a9d614239015126635ce7732c18fdf3,1612750743,0.1
181.0,0x34aa3f359a9d614239015126635ce7732c18fdf3,1612750479,0.1
182.0,0x34aa3f359a9d614239015126635ce7732c18fdf3,1616117503,0.1
187.0,0xcd54f6bf098c9869ceccffcab0089fee8786a7d2,1612750106,0.22
188.0,0x854a8a5fc02cf0472061e5f9bf909fde28fc5f0e,1612762854,0.5
189.0,0x29cbc88a4757893ee72f99a93e1cd51395ac1132,1612805044,1
190.0,0x29cbc88a4757893ee72f99a93e1cd51395ac1132,1612805575,1
191.0,0x91f6c4d8d5438bc0b76e6b8afa9a75ba64559483,1612796559,0.8
192.0,0x48f0efe12a93d43fbf81d1fff7c22b4b0a06661e,1612807073,0.4
193.0,0xbe64bc2d1d6efbab44077c3c0b6082cda80805c7,1612814376,1
194.0,0x38e3767f996fcbde771e76f3f7aea69521fb8fb9,1612816054,1.5
195.0,0x74a8c3b64a22902d92a9984ba07a0d3fc7ec1072,1612818990,0.666
196.0,0x01df805afe4325d7ebab11d2a41433eb6e278631,1613065722,1
197.0,0x75fafe0de0d0c341f027a2fbbc6f30ac30c02a8a,1612850964,1
198.0,0x9d80de740d3e2e79ce041aa15f48e0760a8c4af1,1612831488,3
199.0,0x4e392d913a69f74359504a39ed41e5d5feb53d43,1612831684,1.44
200.0,0x47edbd307180556dbbeb5beabd8a40ac30520f57,1612834809,0.75
201.0,0x895df857cdd03106e82fa759cb881937aec8dd83,1612840338,1.3
202.0,0x4e392d913a69f74359504a39ed41e5d5feb53d43,1612845340,1.95
203.0,0xfccb96245ece8c0c0ba80992a5719cba1e2f504f,1612854865,1
204.0,0x47edbd307180556dbbeb5beabd8a40ac30520f57,1612864148,0.75
205.0,0xd9af179926d1099c644a55f7cde79e08b4c2c30d,1612872360,1
206.0,0xa8a33539960ef4779cb0eceded8002c1ecd40582,1613242551,0.333
207.0,0x0a6f9ee15659dd25da0d598093452fa7acdd4090,1612881289,0.5
208.0,0xfccb96245ece8c0c0ba80992a5719cba1e2f504f,1612926790,2
209.0,0xeb95ff72eab9e8d8fdb545fe15587accf410b42e,1612924710,3.33
210.0,0x7c1ab760a4126e827dd3ed88c2baf21ee4de5f3b,1612928030,3.14159265359
211.0,0x5f336be08c137c3337480b7923bbedbde3c3a265,1612934142,0.6
212.0,0x224e69025a2f705c8f31efb6694398f8fd09ac5c,1612945867,0.23
213.0,0xdc81304324facbd2ad333440a760f8d2a3df0885,1612953904,0.3
214.0,0x2ae5f36c77a736f76d61f3eec06f12caf2963fd6,1612955106,1
215.0,0x0c929081aae9480413f126bf7d798f34c60158df,1612968352,2.5
216.0,0x0bb24bc26c1a252d887ef35856265653e3461f43,1612979460,0.3
217.0,0x4b91734e98725ced8b9689e327ba76822fbae2fd,1612989333,2
218.0,0x7fd29e547dc2d2ec3773457295a98893a0db2e05,1612987451,0.75
219.0,0x484ec62385e780f2460feac34864a77ba5a18134,1613671544,3
220.0,0xda3c325ab45b30aeb476b026fe6a777443ca04f3,1612999235,1
221.0,0xbe64bc2d1d6efbab44077c3c0b6082cda80805c7,1612994796,1
222.0,0x8f8e01bac9f0480a7a89fd3a876bf031f9fbaaae,1612996480,0.6
222.0,0x9079a0a7e0ebee7650c8c9da2b6946e5a5b07c19,1622450712,4
223.0,0x8f8e01bac9f0480a7a89fd3a876bf031f9fbaaae,1612996552,0.6
224.0,0x48f0efe12a93d43fbf81d1fff7c22b4b0a06661e,1612997073,0.5
225.0,0x8f8e01bac9f0480a7a89fd3a876bf031f9fbaaae,1612996791,0.6
226.0,0x8c5461d9b6992d12fad3ae70943066bd32f9a86c,1613010090,1
227.0,0x0c88af8b65c68d1d3cb9ec719e9ce2a76642e135,1612998736,0.5
227.0,0xb188ee1daca51ce6b58ccf8a81ce4025a714bc73,1622165742,10
228.0,0x8261b63b07d1ad92aeb7cdd916bb9a25236ceb65,1622329234,2.444
228.0,0xcd54f6bf098c9869ceccffcab0089fee8786a7d2,1612999855,1
229.0,0x0c88af8b65c68d1d3cb9ec719e9ce2a76642e135,1612999673,1
230.0,0x5d31f14ceb003f2241078ef82330c78bb16282f8,1613001017,1
231.0,0x8261b63b07d1ad92aeb7cdd916bb9a25236ceb65,1622329234,2.444
231.0,0xcd54f6bf098c9869ceccffcab0089fee8786a7d2,1613000688,1
232.0,0x224e69025a2f705c8f31efb6694398f8fd09ac5c,1613667917,0.42
232.0,0x224e69025a2f705c8f31efb6694398f8fd09ac5c,1613005421,1
233.0,0xfa3a28bc7beedf3e196b0efb8804313c285b33dc,1613006637,1
234.0,0xe38171c839d3ff70147829d843ee8f9794bc2299,1621890330,500
234.0,0x4da48ac48b782a7c01e70065e4a51faf2c3f7b09,1613011965,1
235.0,0x6bba3df01ae75df6a2fb986ac00d12d3e254694c,1613012305,0.95
236.0,0x6e7cacc6f2b49dfb980663bf2bb014046ac45320,1621588785,11.11
236.0,0x6bba3df01ae75df6a2fb986ac00d12d3e254694c,1613012510,1.3
237.0,0x6a21b56c9d65d2924c34977ca1a5caf02c6596aa,1613013699,0.75
238.0,0xdc2358e3625ded1b5375e8b8d8dbbff8279460b6,1613015543,0.5
238.0,0x2063a9f7f84ef9f99364167361992758efe7d7d5,1623886188,0.7
239.0,0xbc68dee71fd19c6eb4028f98f3c3ab62aad6fef3,1620429053,2
239.0,0x5e080d8b14c1da5936509c2c9ef0168a19304202,1613015737,1
240.0,0xd90ec9dc6f220be43ad88f3eff78fbd00d8fd1d6,1613020803,0.333
241.0,0xd7cc16935b8ebedc71c955fc4a2085c5050e6a46,1613025536,0.65
241.0,0xd7cc16935b8ebedc71c955fc4a2085c5050e6a46,1613281378,0.45
242.0,0x327df1900212b66797c88715590b9d55d1828098,1613023453,1.5
243.0,0xd7cc16935b8ebedc71c955fc4a2085c5050e6a46,1613025896,0.72
244.0,0x7c1ab760a4126e827dd3ed88c2baf21ee4de5f3b,1613026048,3.14159265359
245.0,0xd7cc16935b8ebedc71c955fc4a2085c5050e6a46,1613029061,0.82
246.0,0x7c1ab760a4126e827dd3ed88c2baf21ee4de5f3b,1613036832,3.14159265359
247.0,0x7c1ab760a4126e827dd3ed88c2baf21ee4de5f3b,1613039860,1
248.0,0xb3866e0292d10ee4bf69534479b5113697d1c681,1613044136,0.8
249.0,0x91920158c0903e5eae5e3df47a6f461774f04191,1613045091,2
250.0,0xd9af179926d1099c644a55f7cde79e08b4c2c30d,1613061445,1
251.0,0x91920158c0903e5eae5e3df47a6f461774f04191,1613063700,1.5
252.0,0x91920158c0903e5eae5e3df47a6f461774f04191,1613063894,1
253.0,0x23e6ffee70cb0c67b114da9f8b71180016b4def2,1613074643,0.666
254.0,0x11c75f3480e23755ee25273e1344875499260c6e,1613183009,1.7341
255.0,0xb630abd9a5367763b7cba316e870c4a54064cc9f,1620409357,8
255.0,0xb630abd9a5367763b7cba316e870c4a54064cc9f,1622521810,6
255.0,0xe0c16b87b9af4a281bd53e6b6d67f77400dc9625,1613076249,3
256.0,0x3dc3d32accc95824bf3313d6ee57cb70e6837197,1613078165,1.5
257.0,0xdc0753f6b3cc6034317b73c10413c19958d36ed1,1622001267,25
257.0,0xaf49a257a6c66b509916ae316358cf83b3f17d49,1613151065,0.8
258.0,0x6f50b21b6a535530ebea567b5634f5008b0655f2,1613158819,0.6
259.0,0x47edbd307180556dbbeb5beabd8a40ac30520f57,1613093604,0.75
260.0,0x0719d2145ec43de42a8693cc0fd7365f4e7db327,1615226632,8
261.0,0xfccb96245ece8c0c0ba80992a5719cba1e2f504f,1613094613,1
261.0,0x1f08cbfca1f63a23bb6255a76e1ddeeb8d24d0fa,1620556980,1
262.0,0x45c1db3098ea7cab18c1776eb3b0915a32f04ad2,1613096419,0.9
263.0,0x656dec5bb5405ca370288563efcc1fe17674679a,1613098732,0.3
264.0,0xcd54f6bf098c9869ceccffcab0089fee8786a7d2,1613100409,0.5
265.0,0x6877be9e00d0bc5886c28419901e8cc98c1c2739,1613100848,0.3
266.0,0x2dc54105d0341088bd9226a7777eb8d2813bd113,1613100850,1
268.0,0xe5502df064adb4df20b981faaeff3304b188b0dd,1613105072,0.6
269.0,0x0bb24bc26c1a252d887ef35856265653e3461f43,1613106730,0.5
270.0,0xfddbe64dab03ff215569ce18780372d1219a7272,1613159264,0.6
271.0,0x0dda698d2fe2fc1fb8f5b54ee9cd77fbd5a1d08b,1613206462,0.5
273.0,0x10eb1a72eafc3074ae9d8947d001d73a26e22b21,1613126233,0.8
274.0,0x10eb1a72eafc3074ae9d8947d001d73a26e22b21,1613126285,0.8
275.0,0x10eb1a72eafc3074ae9d8947d001d73a26e22b21,1613127816,0.8
276.0,0xc5a2f28bacf1425bfaea14834486f0e9d0832155,1613516052,2
277.0,0x67d27202b8ab342b64b1d3da6c5d42fcf2e592ac,1613241767,0.5
278.0,0x8f4b261dcddfab4108da8bcc361e48ee1b6bd607,1613149020,1.2
279.0,0xde4905eb251c19a1d1f324bfbcfd19638a119be7,1613149154,0.5
280.0,0xde4905eb251c19a1d1f324bfbcfd19638a119be7,1613151885,0.5
281.0,0xde270dd37103351cd45610539648ff9d0b32bb50,1613157829,1.25
282.0,0x7f0073e6fac4e88a3827b9b8ddc1aec84602e433,1613497760,0.5
283.0,0xda3c325ab45b30aeb476b026fe6a777443ca04f3,1613175863,1
284.0,0x402e183628df0d1a7db90034d1f42b95b811a802,1613183838,1
285.0,0x3dc3d32accc95824bf3313d6ee57cb70e6837197,1613186064,2
286.0,0xd90ec9dc6f220be43ad88f3eff78fbd00d8fd1d6,1613189916,0.333
287.0,0x6877be9e00d0bc5886c28419901e8cc98c1c2739,1613186225,0.25
288.0,0x23e6ffee70cb0c67b114da9f8b71180016b4def2,1613240735,0.3
289.0,0x866c8d5d4c16fb9f1652f59b30ad2aca3fbb82fa,1613190797,1
290.0,0x48f9e9a85947007d5e4d364e1dc6f2b12d5ad8a8,1613234973,0.65
291.0,0xb55d612f7ff827e5805e978c049108c2717a7e33,1613221131,0.5
292.0,0xa56f81229e92cd32b3df80ca06c8cbca3230353a,1613229383,0.7
293.0,0x23e6ffee70cb0c67b114da9f8b71180016b4def2,1613241254,0.3
294.0,0xfab19a571c019643e088131595d29274ccce5f37,1613242252,0.3
295.0,0xb68fde50a1e6a8a67e88109b6447f48ec1da11d8,1613248333,1
296.0,0xe38171c839d3ff70147829d843ee8f9794bc2299,1623023989,20
296.0,0x4da48ac48b782a7c01e70065e4a51faf2c3f7b09,1613250613,1
297.0,0xe00712086490734ef8b4d72839a7237e505767f5,1613251192,1
298.0,0xe00712086490734ef8b4d72839a7237e505767f5,1616117484,1
298.0,0xe00712086490734ef8b4d72839a7237e505767f5,1613251857,1
299.0,0xa8a33539960ef4779cb0eceded8002c1ecd40582,1613319887,0.333
300.0,0x854a8a5fc02cf0472061e5f9bf909fde28fc5f0e,1613288063,1
301.0,0x0c88af8b65c68d1d3cb9ec719e9ce2a76642e135,1613261369,2
303.0,0xfa3a28bc7beedf3e196b0efb8804313c285b33dc,1613265478,1
304.0,0x96a77560146501eaeb5e6d5b7d8dd1ed23defa23,1613270483,0.5
305.0,0x96a77560146501eaeb5e6d5b7d8dd1ed23defa23,1613277432,0.2
306.0,0xd3694e2a152bf65db6e35d8d1d0a13ace683b504,1613277899,3.9
307.0,0x87042da39c06b0f85b435e5ec8ce2b15ec7bd700,1613277903,0.5
308.0,0xd7cc16935b8ebedc71c955fc4a2085c5050e6a46,1613290843,0.65
309.0,0x91744aba7b6eed976486ad119df41d315002ff71,1613290843,1.01
310.0,0xfccb96245ece8c0c0ba80992a5719cba1e2f504f,1613294490,0.6
311.0,0xd7cc16935b8ebedc71c955fc4a2085c5050e6a46,1613294668,0.65
312.0,0xef66692cb6f33ac6833d743283801ca8dcf656a9,1613297569,1
313.0,0x53b1bc8e7694c0f6a6a2961e94a537ce0953c2e4,1613298476,1.618033988749895
314.0,0x7c1ab760a4126e827dd3ed88c2baf21ee4de5f3b,1613299886,1
315.0,0x41fbc000a762b0c4cd79b970f769182d21528f89,1613317819,0.5
316.0,0x9f3e35ca454c7585bdc5b54a3d035a972e33feeb,1613323536,0.5
317.0,0x47edbd307180556dbbeb5beabd8a40ac30520f57,1613404594,0.75
318.0,0xe96752534bf35669ce26f5605ac4e525962a9b05,1613328368,1
319.0,0x402e183628df0d1a7db90034d1f42b95b811a802,1613481034,0.35
320.0,0x87042da39c06b0f85b435e5ec8ce2b15ec7bd700,1613353498,0.55
322.0,0xaa0186cc68e3efa919b632b7bc994884a2451f23,1613367450,0.21
323.0,0xaa0186cc68e3efa919b632b7bc994884a2451f23,1613369162,0.21
