token_id,mint_date
229,1612999511
230,1613000616
231,1613000648
232,1613004987
233,1613005913
234,1613011491
235,1613012245
236,1613012431
237,1613013200
238,1613013432
239,1613015597
240,1613017896
241,1613022921
242,1613023062
243,1613025536
244,1613025938
245,1613027526
246,1613036743
247,1613039598
248,1613044035
249,1613044376
250,1613050680
251,1613060982
252,1613063854
253,1613074148
254,1613074603
255,1613076050
256,1613078063
257,1613089581
258,1613093012
259,1613093379
260,1613093603
261,1613094494
262,1613096208
263,1613098382
264,1613100214
265,1613100490
266,1613100779
267,1613104698
268,1613104698
269,1613106538
270,1613111473
271,1613123454
272,1613126196
273,1613126198
274,1613126254
275,1613126441
276,1613128197
277,1613146135
278,1613148038
279,1613149074
280,1613151637
281,1613156369
282,1613159145
283,1613174387
284,1613178506
285,1613183278
286,1613185489
287,1613185746
288,1613186393
289,1613190276
290,1613197438
291,1613221021
292,1613228679
293,1613240735
294,1613241556
295,1613246846
296,1613250542
297,1613251156
298,1613251728
299,1613258505
300,1613260082
301,1613261278
302,1613264667
303,1613265222
304,1613270413
305,1613276003
306,1613277741
307,1613277808
308,1613289163
309,1613290632
310,1613294329
311,1613294528
312,1613296817
313,1613297937
314,1613299774
315,1613317772
316,1613323296
317,1613324021
318,1613328165
319,1613334064
320,1613353438
321,1613361089
322,1613366853
323,1613369057
324,1613375162
325,1613375663
326,1613399936
327,1613403296
328,1613406229
329,1613409432
330,1613411859
331,1613414403
332,1613415455
333,1613419951
334,1613422923
335,1613424173
336,1613428746
337,1613447674
338,1613450667
339,1613452361
340,1613456086
341,1613456238
342,1613456701
343,1613457341
344,1613457767
345,1613460461
346,1613462615
347,1613464739
348,1613465819
349,1613466826
350,1613471810
351,1613474898
352,1613490018
353,1613491519
354,1613493876
355,1613496791
356,1613497230
357,1613497505
358,1613497790
359,1613497981
360,1613497981
361,1613500763
362,1613501775
363,1613502193
364,1613503008
365,1613503008
366,1613503008
367,1613506011
368,1613509021
369,1613509640
370,1613510657
371,1613513339
372,1613513339
373,1613514099
374,1613514662
375,1613518257
376,1613521324
377,1613521664
378,1613524656
379,1613524812
380,1613525839
381,1613530598
382,1613539325
383,1613539423
384,1613540132
385,1613543065
386,1613545971
387,1613549154
388,1613550027
389,1613550430
390,1613551123
391,1613552161
392,1613552161
393,1613552161
394,1613552911
395,1613562562
396,1613566304
397,1613566381
398,1613566424
399,1613566727
400,1613567474
401,1613572625
402,1613579571
403,1613584791
404,1613587803
405,1613589498
406,1613596730
407,1613602047
408,1613604456
409,1613604941
410,1613604941
411,1613604941
412,1613606190
413,1613606219
414,1613607862
415,1613608052
416,1613608052
417,1613608778
418,1613609197
419,1613609317
420,1613609431
421,1613610247
422,1613610258
423,1613610894
424,1613611067
425,1613611561
426,1613612232
427,1613612304
428,1613614303
429,1613621723
430,1613625770
431,1613626089
432,1613626283
433,1613626323
434,1613626734
435,1613627391
436,1613631484
437,1613631484
438,1613641999
439,1613642177
440,1613647738
441,1613647912
442,1613648438
443,1613653261
444,1613653875
445,1613653907
446,1613654650
447,1613656676
448,1613657637
449,1613657996
450,1613658645
451,1613663488
452,1613665345
453,1613665466
454,1613666064
455,1613667331
456,1613667548
457,1613667548
458,1613668731
459,1613669365
460,1613671039
461,1613671965
462,1613676276
463,1613686033
464,1613686079
465,1613687011
466,1613688478
467,1613689394
468,1613689968
469,1613690066
470,1613690198
471,1613690618
472,1613690660
473,1613691772
474,1613692079
475,1613697072
476,1613697194
477,1613697234
478,1613699012
479,1613704705
480,1613704948
481,1613707649
482,1613708040
483,1613709864
484,1613720718
485,1613724792
486,1613730259
487,1613730428
488,1613730534
489,1613730630
490,1613730990
491,1613731372
492,1613731884
493,1613732819
494,1613732887
495,1613733148
496,1613733458
497,1613733666
498,1613733824
499,1613735249
500,1613737066
501,1613737117
502,1613737531
503,1613738310
504,1613750777
505,1613753483
506,1613755155
507,1613758163
508,1613760261
509,1613760404
510,1613760799
511,1613761204
512,1613762648
513,1613763434
514,1613765019
515,1613766334
516,1613766936
517,1613767759
518,1613769194
519,1613769503
520,1613769543
521,1613769543
522,1613769622
523,1613769942
524,1613770782
525,1613772358
526,1613776075
527,1613776847
528,1613776887
529,1613777069
530,1613785715
531,1613792434
532,1613792962
533,1613796049
534,1613799821
535,1613799958
536,1613801024
537,1613801594
538,1613802229
539,1613803098
540,1613805598
541,1613805631
542,1613807709
543,1613810032
544,1613816511
545,1613817069
546,1613821648
547,1613821648
548,1613826320
549,1613827790
550,1613829035
551,1613842157
552,1613842752
553,1613844782
554,1613845205
555,1613845557
556,1613849584
557,1613850335
558,1613850967
559,1613851099
560,1613851460
561,1613851797
562,1613852660
563,1613853213
564,1613853650
565,1613855461
566,1613857570
567,1613857784
568,1613858012
569,1613858081
570,1613859954
571,1613860098
572,1613861972
573,1613864907
574,1613865595
575,1613867919
576,1613868161
577,1613868188
578,1613870289
579,1613872111
580,1613873099
581,1613874714
582,1613878342
583,1613878900
584,1613879944
585,1613881647
586,1613883266
587,1613887314
588,1613889085
589,1613891701
590,1613892968
591,1613895649
592,1613896062
593,1613896528
595,1613897096
596,1613903610
597,1613903655
598,1613906282
599,1613906325
600,1613906369
601,1613906369
602,1613906369
603,1613910261
604,1613911855
605,1613911868
606,1613911868
607,1613913193
608,1613914012
609,1613917745
610,1613918970
611,1613922048
612,1613924239
613,1613924307
614,1613924561
615,1613927162
616,1613928110
617,1613931227
618,1613931280
619,1613932147
620,1613933266
621,1613933266
622,1613933343
623,1613933763
624,1613936182
625,1613936700
626,1613936702
627,1613937021
628,1613939388
629,1613939452
630,1613941836
631,1613942447
632,1613942944
633,1613943355
634,1613943888
635,1613944456
636,1613944955
637,1613945398
638,1613945601
639,1613945660
640,1613947320
641,1613949360
642,1613949566
643,1613949602
644,1613949915
645,1613953342
646,1613957503
647,1613958659
648,1613958936
649,1613959456
650,1613959465
651,1613959975
652,1613960096
653,1613961768
654,1613963688
655,1613963688
656,1613964164
657,1613967214
658,1613973192
659,1613977574
660,1613980368
661,1613982754
662,1613984047
663,1613984539
664,1613986043
665,1613986748
666,1613987109
667,1613987247
668,1613987247
669,1613987247
670,1613993353
671,1613993624
672,1614011138
673,1614012833
674,1614013079
675,1614016487
676,1614016684
677,1614016727
678,1614017987
679,1614018066
680,1614020133
681,1614020473
682,1614020840
683,1614020850
684,1614021813
685,1614022544
686,1614023545
687,1614023549
688,1614024195
689,1614024960
690,1614024961
691,1614025029
692,1614025601
693,1614025794
694,1614025822
695,1614026348
696,1614026391
697,1614026415
698,1614026521
699,1614026521
700,1614026679
701,1614027123
702,1614027545
703,1614027902
704,1614028189
705,1614028225
706,1614028796
707,1614028992
708,1614029023
709,1614029023
710,1614030174
711,1614030259
712,1614031581
713,1614035754
714,1614035885
715,1614036371
716,1614036638
717,1614037388
718,1614037388
719,1614037480
720,1614037480
721,1614037480
722,1614037764
723,1614039322
724,1614040117
725,1614041827
726,1614042225
727,1614042844
728,1614044263
729,1614046193
730,1614050027
731,1614052552
732,1614053735
733,1614063279
734,1614065877
735,1614066031
736,1614077458
737,1614085614
738,1614085875
739,1614090190
740,1614090279
741,1614093610
742,1614094396
743,1614097708
744,1614098000
745,1614098192
746,1614098198
747,1614099090
748,1614099731
749,1614100074
750,1614100502
751,1614101220
752,1614101220
753,1614101261
754,1614101325
755,1614101492
756,1614101665
757,1614103348
758,1614103919
759,1614104633
760,1614105080
761,1614105721
762,1614105851
763,1614105930
764,1614106445
765,1614107143
766,1614107318
767,1614107483
768,1614107612
769,1614108045
770,1614108503
771,1614108503
772,1614108572
773,1614108618
774,1614110016
775,1614111233
776,1614112466
777,1614112990
778,1614112990
779,1614113641
780,1614113754
781,1614113775
782,1614113999
783,1614114460
784,1614114477
785,1614114781
786,1614115651
787,1614115673
788,1614115991
789,1614116262
790,1614116262
791,1614116941
792,1614116996
793,1614117512
794,1614117895
795,1614117920
796,1614117953
797,1614117999
798,1614118716
799,1614118824
800,1614118880
801,1614121911
802,1614122476
803,1614124421
804,1614124765
805,1614125705
806,1614126156
807,1614126172
808,1614126516
809,1614126873
810,1614127345
811,1614127510
812,1614128887
813,1614129870
814,1614130349
815,1614130461
816,1614130785
817,1614132847
818,1614133361
819,1614133693
820,1614133826
821,1614134418
822,1614134615
823,1614135243
824,1614135812
825,1614136519
826,1614136852
827,1614136901
828,1614137177
829,1614137430
830,1614138515
831,1614139238
832,1614140011
833,1614140011
834,1614143269
835,1614143936
836,1614144035
837,1614145001
838,1614145088
839,1614145088
840,1614145314
841,1614145696
842,1614147007
843,1614147309
844,1614147731
845,1614149863
846,1614149888
847,1614150751
848,1614152180
849,1614155723
850,1614156912
851,1614157811
852,1614159530
853,1614162057
854,1614162842
855,1614164655
856,1614165044
857,1614165451
858,1614165980
859,1614167108
860,1614167139
861,1614167139
862,1614168576
863,1614169263
864,1614169552
865,1614171437
866,1614175097
867,1614176200
868,1614176689
869,1614176800
870,1614177063
871,1614177467
872,1614178704
873,1614178722
874,1614183146
875,1614184094
876,1614184321
877,1614184489
878,1614185936
879,1614187777
880,1614187962
881,1614188846
882,1614188851
883,1614189141
884,1614189924
885,1614189939
886,1614190034
887,1614190632
888,1614190687
889,1614191187
890,1614191187
891,1614191620
892,1614192317
893,1614192616
894,1614192692
895,1614192692
896,1614193222
897,1614193487
898,1614193916
899,1614194361
900,1614194361
901,1614194452
902,1614194452
903,1614194495
904,1614194524
905,1614194525
906,1614195136
907,1614195215
908,1614195980
909,1614196137
910,1614196298
911,1614196314
912,1614196381
913,1614196500
914,1614196799
915,1614196871
916,1614197033
917,1614197061
918,1614197777
919,1614198675
920,1614198715
921,1614199604
922,1614199604
923,1614200116
924,1614200199
925,1614202198
926,1614202286
927,1614202681
928,1614202790
929,1614203522
930,1614204288
931,1614204371
932,1614204397
933,1614205222
934,1614205313
935,1614206201
936,1614208902
937,1614208905
938,1614209065
939,1614209584
940,1614209585
941,1614209585
942,1614209585
943,1614210350
944,1614210805
945,1614211173
946,1614211840
947,1614212672
948,1614212749
949,1614212972
950,1614213435
951,1614214235
952,1614214835
953,1614214835
954,1614214835
955,1614214949
956,1614215442
957,1614215495
958,1614215502
959,1614216062
960,1614216330
961,1614216604
962,1614216675
963,1614218075
964,1614219955
965,1614220446
966,1614221291
967,1614221484
968,1614221959
969,1614222073
970,1614222668
971,1614224777
972,1614225326
973,1614226046
974,1614226103
975,1614226793
976,1614227287
977,1614228660
978,1614229453
979,1614229496
980,1614230245
981,1614230316
982,1614230377
983,1614230573
984,1614230974
985,1614232067
986,1614232666
987,1614232793
988,1614233124
989,1614233343
990,1614233351
991,1614233425
992,1614234025
993,1614234570
994,1614235145
995,1614235640
996,1614235792
997,1614236844
998,1614237455
999,1614237762
1000,1614238422
1001,1614238529
1002,1614239825
1003,1614239842
1004,1614239859
1005,1614240415
1006,1614241066
1007,1614241593
1008,1614242426
1009,1614243032
1010,1614243401
1011,1614245027
1012,1614245639
1013,1614245877
1014,1614248083
1015,1614249115
1016,1614249255
1017,1614249357
1018,1614249928
1019,1614249958
1020,1614250509
1021,1614251073
1022,1614251109
1023,1614251276
1024,1614251287
1025,1614251480
1026,1614252981
1027,1614253915
1028,1614255589
1029,1614255962
1030,1614256708
1031,1614256801
1032,1614256986
1033,1614259064
1034,1614259256
1035,1614259276
1036,1614260565
1037,1614262038
1038,1614262790
1039,1614262802
1040,1614262910
1041,1614262911
1042,1614263295
1043,1614264692
1044,1614266173
1045,1614266916
1046,1614267068
1047,1614267719
1048,1614267897
1049,1614268165
1050,1614268503
1051,1614269062
1052,1614269085
1053,1614270869
1054,1614270891
1055,1614270921
1056,1614271555
1057,1614271595
1058,1614272557
1059,1614273001
1060,1614273061
1061,1614273086
1062,1614273284
1063,1614274330
1064,1614274330
1065,1614274345
1066,1614274414
1067,1614274544
1068,1614274570
1069,1614274665
1070,1614274682
1071,1614276543
1072,1614276684
1073,1614276742
1074,1614276742
1075,1614276922
1076,1614276954
1077,1614277069
1078,1614277316
1079,1614277355
1080,1614277613
1081,1614277788
1082,1614278655
1083,1614278890
1084,1614278890
1085,1614279000
1086,1614279417
1087,1614279491
1088,1614280238
1089,1614281053
1090,1614281053
1091,1614281470
1092,1614281470
1093,1614281473
1094,1614281667
1095,1614281793
1096,1614282260
1097,1614282894
1098,1614283302
1099,1614283895
1100,1614284327
1101,1614284482
1102,1614284494
1103,1614284845
1104,1614284911
1105,1614285517
1106,1614287657
1107,1614287683
1108,1614287825
1109,1614287912
1110,1614288052
1111,1614288446
1112,1614289749
1113,1614289966
1114,1614289987
1115,1614290662
1116,1614292285
1117,1614292285
1118,1614293379
1119,1614293905
1120,1614293962
1121,1614295235
1122,1614295271
1123,1614296159
1124,1614296245
1125,1614298448
1126,1614298451
1127,1614298916
1128,1614298940
1129,1614299349
1130,1614300853
1131,1614300944
1132,1614301308
1133,1614302251
1134,1614302281
1135,1614302842
1136,1614303167
1137,1614303249
1138,1614303286
1139,1614303682
1140,1614304007
1141,1614304007
1142,1614304158
1143,1614305482
1144,1614305555
1145,1614305595
1146,1614306003
1147,1614306115
1148,1614306121
1149,1614306135
1150,1614306254
1151,1614306829
1152,1614307325
1153,1614307611
1154,1614308789
1155,1614308901
1156,1614309187
1157,1614309747
1158,1614309879
1159,1614310613
1160,1614310718
1161,1614311225
1162,1614312840
1163,1614313556
1164,1614313802
1165,1614314261
1166,1614315403
1167,1614316699
1168,1614317080
1169,1614317588
1170,1614318119
1171,1614318119
1172,1614319994
1173,1614320102
1174,1614320474
1175,1614321102
1176,1614321207
1177,1614321318
1178,1614322046
1179,1614322579
1180,1614325843
1181,1614327104
1182,1614327645
1183,1614329041
1184,1614329265
1185,1614329272
1186,1614329592
1187,1614329790
1188,1614329824
1189,1614330552
1190,1614331152
1191,1614331293
1192,1614331405
1193,1614332237
1194,1614332251
1195,1614332385
1196,1614332475
1197,1614332810
1198,1614333807
1199,1614335544
1200,1614336108
1201,1614336407
1202,1614336476
1203,1614337110
1204,1614338078
1205,1614338594
1206,1614338663
1207,1614339391
1208,1614340732
1209,1614341359
1210,1614341526
1211,1614341663
1212,1614341777
1213,1614342579
1214,1614342735
1215,1614343616
1216,1614343905
1217,1614344145
1218,1614344206
1219,1614347076
1220,1614347431
1221,1614348651
1222,1614348689
1223,1614349165
1224,1614349182
1225,1614349314
1226,1614349422
1227,1614350137
1228,1614350275
1229,1614350846
1230,1614350858
1231,1614350910
1232,1614351394
1233,1614352003
1234,1614352130
1235,1614352140
1236,1614352370
1237,1614352370
1238,1614352653
1239,1614354790
1240,1614355058
1241,1614356444
1242,1614358668
1243,1614359040
1244,1614359314
1245,1614359808
1246,1614360122
1247,1614360125
1248,1614360527
1249,1614362031
1250,1614362353
1251,1614362417
1252,1614362482
1253,1614364200
1254,1614364245
1255,1614364255
1256,1614364327
1257,1614364363
1258,1614364621
1259,1614364623
1260,1614364675
1261,1614364677
1262,1614364687
1263,1614365442
1264,1614365499
1265,1614365660
1266,1614365959
1267,1614366289
1268,1614366862
1269,1614366862
1270,1614367265
1271,1614367499
1272,1614367589
1273,1614368064
1274,1614369073
1275,1614369073
1276,1614369073
1277,1614369809
1278,1614370068
1279,1614370076
1280,1614370372
1281,1614371165
1282,1614371219
1283,1614371231
1284,1614371254
1285,1614371521
1286,1614372042
1287,1614372201
1288,1614373229
1289,1614373369
1290,1614373538
1291,1614373591
1292,1614373795
1293,1614374516
1294,1614375130
1295,1614375160
1296,1614375240
1297,1614375281
1298,1614375715
1299,1614375810
1300,1614375906
1301,1614375995
1302,1614375995
1303,1614376050
1304,1614376058
1305,1614376567
1306,1614377136
1307,1614377877
1308,1614378089
1309,1614378319
1310,1614378675
1311,1614378680
1312,1614378680
1313,1614378781
1314,1614380157
1315,1614380308
1316,1614380554
1317,1614381059
1318,1614381837
1319,1614381956
1320,1614382201
1321,1614382599
1322,1614382854
1323,1614382854
1324,1614382944
1325,1614383323
1326,1614383439
1327,1614383734
1328,1614384845
1329,1614384996
1330,1614385011
1331,1614385074
1332,1614385780
1333,1614386090
1334,1614386482
1335,1614386721
1336,1614387050
1337,1614387078
1338,1614387216
1339,1614388482
1340,1614389324
1341,1614390326
1342,1614390431
1343,1614390455
1344,1614390686
1345,1614390782
1346,1614391564
1347,1614392270
1348,1614392442
1349,1614392914
1350,1614392928
1351,1614393590
1352,1614393930
1353,1614393947
1354,1614394158
1355,1614394192
1356,1614394469
1357,1614394642
1358,1614395372
1359,1614395464
1360,1614396197
1361,1614396201
1362,1614396257
1363,1614396335
1364,1614397099
1365,1614397325
1366,1614398772
1367,1614399426
1368,1614401394
1369,1614401464
1370,1614402552
1371,1614403420
1372,1614403749
1373,1614403795
1374,1614404018
1375,1614404245
1376,1614404914
1377,1614405312
1378,1614405792
1379,1614407084
1380,1614407341
1381,1614407738
1382,1614410780
1383,1614411096
1384,1614411310
1385,1614412253
1386,1614412425
1387,1614412494
1388,1614412568
1389,1614417027
1390,1614421538
1391,1614421746
1392,1614421994
1393,1614423472
1394,1614424255
1395,1614424634
1396,1614425649
1397,1614425812
1398,1614426127
1399,1614426310
1400,1614427452
1401,1614427786
1402,1614428003
1403,1614428054
1404,1614428906
1405,1614428971
1406,1614431696
1407,1614432872
1408,1614432996
1409,1614433351
1410,1614433607
1411,1614433680
1412,1614434295
1413,1614434327
1414,1614434501
1415,1614434501
1416,1614434504
1417,1614434643
1418,1614434879
1419,1614434879
1420,1614435657
1421,1614436191
1422,1614436194
1423,1614436892
1424,1614436925
1425,1614438075
1426,1614438106
1427,1614438362
1428,1614438558
1429,1614438726
1430,1614438726
1431,1614439067
1432,1614439086
1433,1614439124
1434,1614439394
1435,1614439952
1436,1614439964
1437,1614440457
1438,1614441883
1439,1614442088
1440,1614442421
1441,1614442421
1442,1614442522
1443,1614442595
1444,1614442635
1445,1614442872
1446,1614443669
1447,1614444393
1448,1614445117
1449,1614445376
1450,1614445961
1451,1614446051
1452,1614446171
1453,1614446232
1454,1614446440
1455,1614447161
1456,1614447164
1457,1614447192
1458,1614447481
1459,1614447695
1460,1614448005
1461,1614448386
1462,1614448625
1463,1614448696
1464,1614449198
1465,1614449575
1466,1614449575
1467,1614449600
1468,1614449816
1469,1614449816
1470,1614450146
1471,1614450166
1472,1614450576
1473,1614451282
1474,1614451379
1475,1614451696
1476,1614451696
1477,1614452620
1478,1614453619
1479,1614453678
1480,1614454377
1481,1614454568
1482,1614454656
1483,1614454954
1484,1614454954
1485,1614455020
1486,1614455204
1487,1614455445
1488,1614456277
1489,1614456392
1490,1614456450
1491,1614456661
1492,1614457151
1493,1614457282
1494,1614457627
1495,1614458332
1496,1614458922
1497,1614458922
1498,1614459764
1499,1614459921
1500,1614460039
1501,1614460352
1502,1614460404
1503,1614460404
1504,1614460618
1505,1614460671
1506,1614461159
1507,1614461288
1508,1614461354
1509,1614461368
1510,1614462324
1511,1614462467
1512,1614462545
1513,1614463080
1514,1614463158
1515,1614463204
1516,1614463538
1517,1614463538
1518,1614463538
1519,1614463547
1520,1614463691
1521,1614463691
1522,1614463793
1523,1614463883
1524,1614463883
1525,1614464017
1526,1614464017
1527,1614464054
1528,1614464136
1529,1614464157
1530,1614464157
1531,1614464340
1532,1614464475
1533,1614465107
1534,1614465455
1535,1614465505
1536,1614465630
1537,1614465638
1538,1614465703
1539,1614466468
1540,1614466705
1541,1614467163
1542,1614467167
1543,1614467342
1544,1614467436
1545,1614467687
1546,1614467809
1547,1614467836
1548,1614468128
1549,1614468241
1550,1614468241
1551,1614468257
1552,1614468455
1553,1614468470
1554,1614468553
1555,1614468844
1556,1614469147
1557,1614469476
1558,1614469476
1559,1614469476
1560,1614469476
1561,1614469476
1562,1614469476
1563,1614469476
1564,1614469476
1565,1614469494
1566,1614469549
1567,1614469623
1568,1614469625
1569,1614470003
1570,1614470955
1571,1614471560
1572,1614472528
1573,1614472602
1574,1614473263
1575,1614473263
1576,1614473263
1577,1614474357
1578,1614475550
1579,1614476180
1580,1614476376
1581,1614476577
1582,1614476775
1583,1614477151
1584,1614478033
1585,1614478037
1586,1614478123
1587,1614478133
1588,1614478189
1589,1614478582
1590,1614478755
1591,1614478872
1592,1614479350
1593,1614479723
1594,1614479724
1595,1614479814
1596,1614479821
1597,1614479975
1598,1614480296
1599,1614480853
1600,1614482291
1601,1614483296
1602,1614483296
1603,1614483515
1604,1614484785
1605,1614486171
1606,1614486620
1607,1614486844
1608,1614486847
1609,1614487344
1610,1614487372
1611,1614487676
1612,1614487689
1613,1614488765
1614,1614488824
1615,1614488886
1616,1614488914
1617,1614488920
1618,1614488969
1619,1614489126
1620,1614489683
1621,1614489912
1622,1614490358
1623,1614490997
1624,1614494952
1625,1614497089
1626,1614497101
1627,1614497443
1628,1614499639
1629,1614499639
1630,1614501495
1631,1614501539
1632,1614501964
1633,1614502793
1634,1614504118
1635,1614504345
1636,1614505168
1637,1614505702
1638,1614506049
1639,1614506479
1640,1614507042
1641,1614507967
1642,1614508311
1643,1614508675
1644,1614508904
1645,1614509569
1646,1614509638
1647,1614509642
1648,1614509777
1649,1614511003
1650,1614511144
1651,1614511260
1652,1614511551
1653,1614512241
1654,1614512354
1655,1614513068
1656,1614513077
1657,1614513216
1658,1614513680
1659,1614513699
1660,1614513976
1661,1614514225
1662,1614515051
1663,1614515228
1664,1614515527
1665,1614515755
1666,1614515836
1667,1614516061
1668,1614516061
1669,1614516062
1670,1614516296
1671,1614517099
1672,1614517686
1673,1614518066
1674,1614519456
1675,1614519466
1676,1614519466
1677,1614520065
1678,1614520289
1679,1614520291
1680,1614520291
1681,1614521318
1682,1614521837
1683,1614522734
1684,1614522936
1685,1614523496
1686,1614523903
1687,1614524164
1688,1614524525
1689,1614524634
1690,1614524643
1691,1614524643
1692,1614524821
1693,1614525722
1694,1614525722
1695,1614526125
1696,1614526147
1697,1614526251
1698,1614526577
1699,1614527487
1700,1614529547
1701,1614529804
1702,1614529896
1703,1614530129
1704,1614530379
1705,1614530874
1706,1614530903
1707,1614531059
1708,1614531177
1709,1614531229
1710,1614532047
1711,1614532446
1712,1614532596
1713,1614533472
1714,1614533910
1715,1614534165
1716,1614534362
1717,1614534487
1718,1614534972
1719,1614535259
1720,1614535519
1721,1614535995
1722,1614536034
1723,1614536129
1724,1614536267
1725,1614536293
1726,1614536459
1727,1614536577
1728,1614536585
1729,1614536930
1730,1614536957
1731,1614536994
1732,1614537346
1733,1614537454
1734,1614537480
1735,1614537480
1736,1614537582
1737,1614537583
1738,1614537588
1739,1614537697
1740,1614537853
1741,1614537896
1742,1614538036
1743,1614538414
1744,1614538414
1745,1614538414
1746,1614538433
1747,1614539242
1748,1614539255
1749,1614539436
1750,1614539508
1751,1614539787
1752,1614539936
1753,1614540322
1754,1614540338
1755,1614540490
1756,1614540646
1757,1614540885
1758,1614540903
1759,1614540946
1760,1614541059
1761,1614541273
1762,1614541273
1763,1614541861
1764,1614542611
1765,1614542861
1766,1614542864
1767,1614543260
1768,1614543363
1769,1614543384
1770,1614543507
1771,1614543664
1772,1614543877
1773,1614543895
1774,1614544122
1775,1614544171
1776,1614544326
1777,1614544422
1778,1614544576
1779,1614545380
1780,1614545390
1781,1614545565
1782,1614545565
1783,1614545588
1784,1614545677
1785,1614545683
1786,1614545695
1787,1614545941
1788,1614546032
1789,1614546088
1790,1614546274
1791,1614546688
1792,1614546754
1793,1614546782
1794,1614547043
1795,1614547096
1796,1614547187
1797,1614547187
1798,1614547248
1799,1614547248
1800,1614547394
1801,1614548076
1802,1614548082
1803,1614548337
1804,1614548631
1805,1614548710
1806,1614548907
1807,1614549097
1808,1614549106
1809,1614549155
1810,1614549157
1811,1614549507
1812,1614549507
1813,1614549663
1814,1614549779
1815,1614550009
1816,1614550109
1817,1614550439
1818,1614550506
1819,1614550727
1820,1614551097
1821,1614551183
1822,1614551195
1823,1614551488
1824,1614551676
1825,1614551690
1826,1614551719
1827,1614551719
1828,1614552109
1829,1614552135
1830,1614552143
1831,1614552143
1832,1614552149
1833,1614552200
1834,1614552241
1835,1614552260
1836,1614552302
1837,1614552336
1838,1614552710
1839,1614553027
1840,1614553285
1841,1614553751
1842,1614553927
1843,1614553970
1844,1614554309
1845,1614554404
1846,1614554473
1847,1614554540
1848,1614554586
1849,1614554586
1850,1614555100
1851,1614555319
1852,1614556264
1853,1614556394
1854,1614556611
1855,1614557022
1856,1614557611
1857,1614557746
1858,1614558333
1859,1614558437
1860,1614558437
1861,1614558455
1862,1614558933
1863,1614559079
1864,1614559086
1865,1614559147
1866,1614559248
1867,1614559475
1868,1614559475
1869,1614559616
1870,1614559778
1871,1614560044
1872,1614560117
1873,1614560257
