token_id,bidder_id,creator,bidding_amt,bid_date
33.0,0xeb4bd5231274aa4c2b97a4fa06bad9ecfcdad5e0,0x9f3e35ca454c7585bdc5b54a3d035a972e33feeb,1.1,1612462789
33.0,0x789146f9bcf06008d18b785912410f93b26c2340,0x9f3e35ca454c7585bdc5b54a3d035a972e33feeb,2.09,1612464359
33.0,0xeb4bd5231274aa4c2b97a4fa06bad9ecfcdad5e0,0x9f3e35ca454c7585bdc5b54a3d035a972e33feeb,1.9,1612463872
33.0,0xb06ece03eb2048fa31f32c3746e8ce13e8e2b2c9,0x9f3e35ca454c7585bdc5b54a3d035a972e33feeb,3.388,1612465528
35.0,0x3bf0f2caac44d853be372cb0286b00ddbad98767,0x38f3630434552f176c2b1e3ead78be925f9453eb,1,1612667742
36.0,0xaa5506db518b0f585526dbff357097e206477e9a,0x9f3e35ca454c7585bdc5b54a3d035a972e33feeb,0.4,1612753038
37.0,0x66e27f2e1c956d37000d435e10bc97202650e032,0x9f3e35ca454c7585bdc5b54a3d035a972e33feeb,0.7371,1614452617
37.0,0xa64bedf9f28d99a0e7918f11a23766dd1da1b75c,0x9f3e35ca454c7585bdc5b54a3d035a972e33feeb,0.6051,1614451598
37.0,0x5d96d8f927a7bf5f342017caf70039b9e9cfc216,0x9f3e35ca454c7585bdc5b54a3d035a972e33feeb,0.67,1614452097
37.0,0x5d96d8f927a7bf5f342017caf70039b9e9cfc216,0x9f3e35ca454c7585bdc5b54a3d035a972e33feeb,0.4,1614366115
37.0,0x5d96d8f927a7bf5f342017caf70039b9e9cfc216,0x9f3e35ca454c7585bdc5b54a3d035a972e33feeb,0.9,1614453345
37.0,0x5d96d8f927a7bf5f342017caf70039b9e9cfc216,0x9f3e35ca454c7585bdc5b54a3d035a972e33feeb,0.55,1614444775
37.0,0x11c75f3480e23755ee25273e1344875499260c6e,0x9f3e35ca454c7585bdc5b54a3d035a972e33feeb,0.5,1614413454
38.0,0xf305f90b19cf66fc2d038f92a26440b66cf858f6,0x65fc07ebade4d56751b0d12ba49cb2425493e339,5,1613760728
39.0,0x35937462a74d3c64b173a755a40c916e912a8eb5,0x0d5387a3ee2466dbac658dd18033e303bfb26ab0,1.1,1614537853
39.0,0x6301add4fb128de9778b8651a2a9278b86761423,0x0d5387a3ee2466dbac658dd18033e303bfb26ab0,1,1614452688
41.0,0x7535da202d79ca57299918c60c218f9b779aa14c,0x8c5461d9b6992d12fad3ae70943066bd32f9a86c,1.25,1612514197
41.0,0x7535da202d79ca57299918c60c218f9b779aa14c,0x8c5461d9b6992d12fad3ae70943066bd32f9a86c,1.6,1612599161
41.0,0x65c8c8b156a1d1a9488bd2be3798dfc417ecee45,0x8c5461d9b6992d12fad3ae70943066bd32f9a86c,1.375,1612553617
43.0,0x9079a0a7e0ebee7650c8c9da2b6946e5a5b07c19,0x30ba084d347d88cf2e4f70db99403c8f672e66fd,2,1612376180
44.0,0x2ae5f36c77a736f76d61f3eec06f12caf2963fd6,0x30ba084d347d88cf2e4f70db99403c8f672e66fd,1.75,1614082953
45.0,0x2ae5f36c77a736f76d61f3eec06f12caf2963fd6,0x30ba084d347d88cf2e4f70db99403c8f672e66fd,1.8,1612873897
47.0,0x00362d9f53023ee0fde44773c3fa79917adb094b,0x11c75f3480e23755ee25273e1344875499260c6e,1.5,1614229909
49.0,0xeb4bd5231274aa4c2b97a4fa06bad9ecfcdad5e0,0x080b6202c0a5c464799e1e5a4aa7325eace9a5e1,1.25,1612376327
50.0,0x8d3b79ee106c808c1fcf6972a7862ac66399ff02,0x9efb55773f8c02fc4837792cced53ff8af18ba1e,0.1459,1612376650
51.0,0xd714fab1452cb2a47ed6695175af9360c287a504,0x49a75138db6370d91a74856d5847e57c8454916e,0.15,1614028227
51.0,0xf7d50f5544a39d684fdc5a35da43acffca8a3a88,0x49a75138db6370d91a74856d5847e57c8454916e,0.11,1613984098
51.0,0x40c3266b0725babebfe1ec1bcafa633d67436f42,0x49a75138db6370d91a74856d5847e57c8454916e,0.2,1614066043
52.0,0x59171b87817c5f07157066bd5284707a711229b3,0x12c84fa74c86184ac1b5bfe67e06354d708489a9,1.1,1612550817
52.0,0x6bf97f2534be2242ddb3a29bfb24d498212dcded,0x12c84fa74c86184ac1b5bfe67e06354d708489a9,1.25,1612551669
52.0,0xeee5eb24e7a0ea53b75a1b9ad72e7d20562f4283,0x12c84fa74c86184ac1b5bfe67e06354d708489a9,1,1612465145
53.0,0x08f18361c1fd90b70a8d1ac2f7736a24581b91e8,0xb55d612f7ff827e5805e978c049108c2717a7e33,0.9,1612380840
53.0,0x65c8c8b156a1d1a9488bd2be3798dfc417ecee45,0xb55d612f7ff827e5805e978c049108c2717a7e33,1,1612438069
53.0,0xeb4bd5231274aa4c2b97a4fa06bad9ecfcdad5e0,0xb55d612f7ff827e5805e978c049108c2717a7e33,0.75,1612376422
53.0,0x6f04064808cc4fe0a57e376976eeefcbcb201ba7,0xb55d612f7ff827e5805e978c049108c2717a7e33,1.1,1612451473
54.0,0x9079a0a7e0ebee7650c8c9da2b6946e5a5b07c19,0xb55d612f7ff827e5805e978c049108c2717a7e33,0.75,1612588604
56.0,0x3b0aa499cc6acde1d4a7433da6968d7bb8bd8509,0x88d01d4354da0d65c38b0196c4400525a5eebe17,1.1101,1613417987
56.0,0x3b0aa499cc6acde1d4a7433da6968d7bb8bd8509,0x88d01d4354da0d65c38b0196c4400525a5eebe17,1.38,1613503913
56.0,0x363c68f64d12c1c0663293362cc4c60d58667958,0x88d01d4354da0d65c38b0196c4400525a5eebe17,1.2212,1613502502
57.0,0x93730ce5ac9de1db9f3fbb73bf522a690629ccec,0xcd54f6bf098c9869ceccffcab0089fee8786a7d2,0.2971,1612383108
57.0,0xa60f9b548309cbe75bf4a9880c69c746cb7073ae,0xcd54f6bf098c9869ceccffcab0089fee8786a7d2,0.27,1612381012
57.0,0x1668c9725e27bf5943bbd43886e1fb5afe75c46c,0xcd54f6bf098c9869ceccffcab0089fee8786a7d2,0.5,1612406573
58.0,0xb4103329230db58ea6e2480e4022b577833600df,0xcd54f6bf098c9869ceccffcab0089fee8786a7d2,0.30726,1612376459
59.0,0xdae35f9383e2d0416cb400c241a96c0493459d23,0xcd54f6bf098c9869ceccffcab0089fee8786a7d2,0.5,1612380200
59.0,0x3423cc5098deb208eb00dcea99fb5d1955460800,0xcd54f6bf098c9869ceccffcab0089fee8786a7d2,0.4,1612376337
61.0,0x0e91f1bf71d176052a127b6dd680b333b4284b89,0xb9c8910c5e29707be6a8241b43c07c4a6d6b1b67,0.55,1614606255
61.0,0x2e21f5d32841cf8c7da805185a041400bf15f21a,0xb9c8910c5e29707be6a8241b43c07c4a6d6b1b67,0.5,1614520421
62.0,0xbe5ace389336dafeb6c9e80cc3130c96669b944a,0xd90ec9dc6f220be43ad88f3eff78fbd00d8fd1d6,0.4031,1613527609
62.0,0xbe5ace389336dafeb6c9e80cc3130c96669b944a,0xd90ec9dc6f220be43ad88f3eff78fbd00d8fd1d6,0.333,1613440438
62.0,0xbc287addf21c2b3255edf52a29c6b74b0ad0c683,0xd90ec9dc6f220be43ad88f3eff78fbd00d8fd1d6,0.3664,1613526796
65.0,0x9dd2a9c0ab74f043e93cb3dd5cd25620f684981c,0x49fbd13846f2428c148a4c165a22b4ffa54263a4,2.28,1620446273
65.0,0xb188ee1daca51ce6b58ccf8a81ce4025a714bc73,0x49fbd13846f2428c148a4c165a22b4ffa54263a4,1,1612376666
65.0,0x8a32af4affd816978c2fdfa7c08c27681d05d4fe,0x49fbd13846f2428c148a4c165a22b4ffa54263a4,1.65,1620407685
65.0,0xdc0753f6b3cc6034317b73c10413c19958d36ed1,0x49fbd13846f2428c148a4c165a22b4ffa54263a4,1.5,1620360831
65.0,0x203bc267a4657ae5ee774eb35cec32faa2c0bc1f,0x49fbd13846f2428c148a4c165a22b4ffa54263a4,2.508,1620447019
65.0,0x9dd2a9c0ab74f043e93cb3dd5cd25620f684981c,0x49fbd13846f2428c148a4c165a22b4ffa54263a4,4.7,1620447358
65.0,0xdc0753f6b3cc6034317b73c10413c19958d36ed1,0x49fbd13846f2428c148a4c165a22b4ffa54263a4,1.815,1620414315
66.0,0x8d3b79ee106c808c1fcf6972a7862ac66399ff02,0x92201792d9f9465a6249002b07b4ae7017a970d1,1.75,1612376376
67.0,0x8d3b79ee106c808c1fcf6972a7862ac66399ff02,0xd3f248c1004cab5d51eb50b05829b1614a277c8a,0.666,1612386947
68.0,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,0x10e22c958318037d308545fee32691ec6d6cdd30,4.8,1612465081
68.0,0x3a6372b2013f9876a84761187d933dee0653e377,0x10e22c958318037d308545fee32691ec6d6cdd30,2.75,1612380871
68.0,0x5ea1d56d0dde1ca5b50c277275855f69edefa169,0x10e22c958318037d308545fee32691ec6d6cdd30,10.5,1612466418
68.0,0x5ea1d56d0dde1ca5b50c277275855f69edefa169,0x10e22c958318037d308545fee32691ec6d6cdd30,4.3,1612463663
68.0,0x5ea1d56d0dde1ca5b50c277275855f69edefa169,0x10e22c958318037d308545fee32691ec6d6cdd30,6,1612465198
68.0,0xd4e6fd78c21085d01dbd596d287360d746acf4d8,0x10e22c958318037d308545fee32691ec6d6cdd30,3.33,1612428866
68.0,0xf4b0498e71485717f6f9b6117672c19a0dba5100,0x10e22c958318037d308545fee32691ec6d6cdd30,3.0251,1612384645
68.0,0x5ea1d56d0dde1ca5b50c277275855f69edefa169,0x10e22c958318037d308545fee32691ec6d6cdd30,7.5,1612465515
68.0,0x3a6372b2013f9876a84761187d933dee0653e377,0x10e22c958318037d308545fee32691ec6d6cdd30,3.8,1612442863
68.0,0x5ea1d56d0dde1ca5b50c277275855f69edefa169,0x10e22c958318037d308545fee32691ec6d6cdd30,2.5,1612378826
68.0,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,0x10e22c958318037d308545fee32691ec6d6cdd30,9.4,1612466323
68.0,0xb630abd9a5367763b7cba316e870c4a54064cc9f,0x10e22c958318037d308545fee32691ec6d6cdd30,6.6,1612465421
69.0,0x3a6372b2013f9876a84761187d933dee0653e377,0x10e22c958318037d308545fee32691ec6d6cdd30,2.75,1612464717
69.0,0xb630abd9a5367763b7cba316e870c4a54064cc9f,0x10e22c958318037d308545fee32691ec6d6cdd30,3.05,1612465617
69.0,0x290fbe4d4745f6b5267c209c92c8d81cebb5e9f0,0x10e22c958318037d308545fee32691ec6d6cdd30,8.88,1612469908
69.0,0xb630abd9a5367763b7cba316e870c4a54064cc9f,0x10e22c958318037d308545fee32691ec6d6cdd30,4.477,1612468163
69.0,0x3a6372b2013f9876a84761187d933dee0653e377,0x10e22c958318037d308545fee32691ec6d6cdd30,3.355,1612466209
69.0,0x3a6372b2013f9876a84761187d933dee0653e377,0x10e22c958318037d308545fee32691ec6d6cdd30,4.07,1612467519
69.0,0xb630abd9a5367763b7cba316e870c4a54064cc9f,0x10e22c958318037d308545fee32691ec6d6cdd30,3.7,1612466770
69.0,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,0x10e22c958318037d308545fee32691ec6d6cdd30,5,1612468964
69.0,0xb630abd9a5367763b7cba316e870c4a54064cc9f,0x10e22c958318037d308545fee32691ec6d6cdd30,5.5,1612469678
69.0,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,0x10e22c958318037d308545fee32691ec6d6cdd30,2.5,1612379617
70.0,0xb630abd9a5367763b7cba316e870c4a54064cc9f,0x10e22c958318037d308545fee32691ec6d6cdd30,2.5,1612377195
70.0,0x65c8c8b156a1d1a9488bd2be3798dfc417ecee45,0x10e22c958318037d308545fee32691ec6d6cdd30,2.75,1612437616
70.0,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,0x10e22c958318037d308545fee32691ec6d6cdd30,3.0251,1612463538
71.0,0xb88ba009241c4ae57a265e8bd1932e41b20e5570,0x75fafe0de0d0c341f027a2fbbc6f30ac30c02a8a,1.2222,1612462241
71.0,0xb88ba009241c4ae57a265e8bd1932e41b20e5570,0x75fafe0de0d0c341f027a2fbbc6f30ac30c02a8a,1.4851,1612463137
71.0,0xb88ba009241c4ae57a265e8bd1932e41b20e5570,0x75fafe0de0d0c341f027a2fbbc6f30ac30c02a8a,1,1612376415
71.0,0xeee5eb24e7a0ea53b75a1b9ad72e7d20562f4283,0x75fafe0de0d0c341f027a2fbbc6f30ac30c02a8a,1.35,1612462492
71.0,0xeee5eb24e7a0ea53b75a1b9ad72e7d20562f4283,0x75fafe0de0d0c341f027a2fbbc6f30ac30c02a8a,1.111,1612461798
74.0,0xe064b904dfb30bdd37886efb20bb328a6b5b4a6c,0x3d7d76b733130af19e998c45a6144057bd26055d,0.2,1614724389
75.0,0xb630abd9a5367763b7cba316e870c4a54064cc9f,0x91f6c4d8d5438bc0b76e6b8afa9a75ba64559483,0.55,1612379297
75.0,0x8d3b79ee106c808c1fcf6972a7862ac66399ff02,0x91f6c4d8d5438bc0b76e6b8afa9a75ba64559483,0.5,1612378000
77.0,0xe243eb923c5089d34edc4fb82a4175b10113c139,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,1.1,1612381712
77.0,0xb06ece03eb2048fa31f32c3746e8ce13e8e2b2c9,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,1,1612381592
77.0,0xe243eb923c5089d34edc4fb82a4175b10113c139,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,5,1612467652
77.0,0xeee5eb24e7a0ea53b75a1b9ad72e7d20562f4283,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,3.4101,1612467553
77.0,0x8a32af4affd816978c2fdfa7c08c27681d05d4fe,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,2.2,1612465569
77.0,0xe243eb923c5089d34edc4fb82a4175b10113c139,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,2.5,1612465721
77.0,0xe243eb923c5089d34edc4fb82a4175b10113c139,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,3.1,1612467458
77.0,0xeee5eb24e7a0ea53b75a1b9ad72e7d20562f4283,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,2.75,1612467222
77.0,0xeee5eb24e7a0ea53b75a1b9ad72e7d20562f4283,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,7.777,1612467862
77.0,0x3612b2e93b49f6c797066ca8c38b7f522b32c7cb,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,8.77,1612467968
77.0,0xe243eb923c5089d34edc4fb82a4175b10113c139,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,2,1612463012
77.0,0x8a32af4affd816978c2fdfa7c08c27681d05d4fe,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,1.22,1612384645
77.0,0xb06ece03eb2048fa31f32c3746e8ce13e8e2b2c9,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,1.75,1612462571
77.0,0xeee5eb24e7a0ea53b75a1b9ad72e7d20562f4283,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,1.5,1612461817
77.0,0xe243eb923c5089d34edc4fb82a4175b10113c139,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,1.35,1612385519
78.0,0x8d3b79ee106c808c1fcf6972a7862ac66399ff02,0x15ecac227795409df99d2703de3478e115307bd5,0.5,1612380606
